model,db_path,table,sql_query,question,result,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Anno` in ascending order.","[['Il Padrino', '1972', 'Francis Ford Coppola', 'Drammatico', '175', '3'], ['Casablanca', '1942', 'Michael Curtiz', 'Romantico', '102', '3'], ['Il Signore degli Anelli: Il ritorno del re', '2003', 'Peter Jackson', 'Fantasy', '201', '11'], ['Titanic', '1997', 'James Cameron', 'Romantico', '195', '11'], ['Forrest Gump', '1994', 'Robert Zemeckis', 'Drammatico', '142', '6']]",0.0,0.5,0.481,0,1.0,0.4,0.0
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Anno` in descending order.","[['La La Land', '2016', 'Damien Chazelle', 'Musical', '128', '6'], ['Parasite', '2019', 'Bong Joon-ho', 'Thriller', '132', '4'], ['Birdman', '2014', 'Alejandro G. Iñárritu', 'Commedia Drammatica', '119', '4'], ['Argo', '2012', 'Ben Affleck', 'Thriller', '120', '3'], ['The Shape of Water', '2017', 'Guillermo del Toro', 'Fantasy', '123', '4']]",0.0,0.852,0.821,0,1.0,0.8,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Regista` ASC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Regista` in ascending order.","[['Il Padrino', '1972', 'Francis Ford Coppola', 'Drammatico', '175', '3'], ['The Godfather Part II', '1974', 'Francis Ford Coppola', 'Drammatico', '202', '6'], ['Titanic', '1997', 'James Cameron', 'Romantico', '195', '11'], ['Il Signore degli Anelli: Il ritorno del re', '2003', 'Peter Jackson', 'Fantasy', '201', '11'], ['The Departed', '2006', 'Martin Scorsese', 'Crime', '151', '4']]",0.0,0.111,0.111,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Regista` + `Oscar vinti` DESC LIMIT 5,"Compute the sum of the columns Regista, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Titanic', '1997', 'James Cameron', 'Romantico', '195', '11', 11], ['Il Signore degli Anelli: Il ritorno del re', '2003', 'Peter Jackson', 'Fantasy', '201', '11', 11], [""Schindler's List"", '1993', 'Steven Spielberg', 'Storico', '195', '7', 7], ['The English Patient', '1996', 'Anthony Minghella', 'Romantico', '162', '9', 9], ['Slumdog Millionaire', '2008', 'Danny Boyle', 'Drammatico', '120', '8', 8]]",0.0,0.871,1.0,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Titolo` + `Anno` + `Durata` ASC LIMIT 5,"Compute the sum of the columns Titolo, Anno, Durata for each row in `dataset_film_famosi`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Casablanca', '1942', 'Michael Curtiz', 'Romantico', '102', '3', 2044], ['Il Padrino', '1972', 'Francis Ford Coppola', 'Drammatico', '175', '3', 2349], ['Il Godfather Part II', '1974', 'Francis Ford Coppola', 'Drammatico', '202', '6', 2396], ['The Silence of the Lambs', '1991', 'Jonathan Demme', 'Thriller', '118', '5', 2224], [""Schindler's List"", '1993', 'Steven Spielberg', 'Storico', '195', '7', 2385]]",0.0,0.438,0.5,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` + `Oscar vinti` DESC LIMIT 5,"Compute the sum of the columns Anno, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Parasite', '2019', 'Bong Joon-ho', 'Thriller', '132', '4', 2023], ['La La Land', '2016', 'Damien Chazelle', 'Musical', '128', '6', 2022], ['Argo', '2012', 'Ben Affleck', 'Thriller', '120', '3', 2015], ['The Artist', '2011', 'Michel Hazanavicius', 'Commedia Drammatica', '100', '5', 2016], ['12 Years a Slave', '2013', 'Steve McQueen', 'Storico', '134', '3', 2016]]",0.0,0.438,0.5,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,Select only the column `Anno` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,"[['1942'], ['1972'], ['1974'], ['1991'], ['1993']]",0.0,1.0,1.0,1,1.0,1.0,1.0
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,Select only the column `Anno` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,"[['2019'], ['2017'], ['2016'], ['2014'], ['2013']]",0.0,1.0,1.0,1,1.0,1.0,1.0
GPT-4o-mini,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Titolo` FROM `dataset_film_famosi` ORDER BY `Titolo` ASC LIMIT 5,Select only the column `Titolo` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,"[['American Beauty'], ['Argo'], ['Birdman'], ['Casablanca'], ['Chicago']]",0.0,0.8,0.8,0,1.0,0.8,1.0
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `anno_costruzione` ASC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `anno_costruzione` in ascending order.","[['Piramide di Cheope', 'Egitto', '138.8', '2560 a.C.', 'pietra calcarea'], ['Stonehenge', 'Regno Unito', '4.0', '3000 a.C.', 'sarsen'], ['Acropoli di Atene', 'Grecia', '156.0', '447 a.C.', 'marmo'], ['Colosseo', 'Italia', '48.0', '80 d.C.', 'travertino'], ['Castello di Neuschwanstein', 'Germania', '65.0', '1869', 'pietra']]",0.0,0.52,0.52,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `paese` ASC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `paese` in ascending order.","[['Acropoli di Atene', 'Grecia', '156.0', '-447', 'marmo'], ['Angkor Wat', 'Cambogia', '65.0', '1150', 'arenaria'], ['Atomium', 'Belgio', '102.0', '1958', 'acciaio'], ['Big Ben', 'Regno Unito', '96.0', '1859', 'pietra'], ['Burj Khalifa', 'Emirati Arabi Uniti', '828.0', '2010', 'acciaio']]",0.0,0.417,0.435,0,1.0,0.4,0.0
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `nome` DESC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `nome` in descending order.","[['Torre di Pisa', 'Italia', '56.7', '1173', 'marmo'], ['Tour Eiffel', 'Francia', '330.0', '1889', 'ferro'], ['Statua della Libertà', 'USA', '93.0', '1886', 'rame'], ['Stonehenge', 'Regno Unito', '4.0', '-2500', 'sarsen'], ['Sagrada Familia', 'Spagna', '172.5', '1882', 'pietra']]",0.0,0.8,0.833,0,1.0,0.8,0.8
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `altezza_m` + `anno_costruzione` ASC LIMIT 5,"Compute the sum of the columns altezza_m, anno_costruzione for each row in `monumenti_reali`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Grande Muraglia', 'Cina', 7.8, -221, 'pietra', -213.2], ['Stonehenge', 'Regno Unito', 4.0, -2500, 'sarsen', -2496.0], ['Piramide di Cheope', 'Egitto', 138.8, -2560, 'pietra calcarea', -2421.2], ['Petra', 'Giordania', 40.0, -300, 'arenaria', -260.0], ['Acropoli di Atene', 'Grecia', 156.0, -447, 'marmo', -291.0]]",0.0,0.5,0.6,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `paese` + `materiale` ASC LIMIT 5,"Compute the sum of the columns paese, materiale for each row in `monumenti_reali`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Colosseo', 'Italia', 48.0, 80, 'travertino'], ['Torre di Pisa', 'Italia', 56.7, 1173, 'marmo'], ['Tour Eiffel', 'Francia', 330.0, 1889, 'ferro'], ['Statua della Libertà', 'USA', 93.0, 1886, 'rame'], ['Cristo Redentore', 'Brasile', 38.0, 1931, 'cemento armato']]",0.0,0.583,0.583,0,1.0,0.0,0.5
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT `nome` FROM `monumenti_reali` ORDER BY `nome` ASC LIMIT 5,Select only the column `nome` from `monumenti_reali`. Sort it in ascending order and return the first 5 values.,"[['Acropoli di Atene'], ['Alhambra'], ['Angkor Wat'], ['Atomium'], ['Big Ben']]",0.0,1.0,1.0,1,1.0,1.0,1.0
GPT-4o-mini,data/db_categorical_simple.sqlite,monumenti_reali,SELECT `anno_costruzione` FROM `monumenti_reali` ORDER BY `anno_costruzione` ASC LIMIT 5,Select only the column `anno_costruzione` from `monumenti_reali`. Sort it in ascending order and return the first 5 values.,"[['-2560'], ['-2500'], ['-447'], ['-300'], ['-221']]",0.0,1.0,1.0,1,1.0,1.0,0.4
