model,db_path,table,sql_query,question,result,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
gpt-4o_mini,data/db_numerical_simple.sqlite,energy_consumption,SELECT `household_name` FROM `energy_consumption` ORDER BY `household_name` DESC LIMIT 5,Select only the column `household_name` from `energy_consumption`. Sort it in descending order and return the first 5 values.,"[['Family_9'], ['Family_8'], ['Family_7'], ['Family_6'], ['Family_5']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,energy_consumption,SELECT `total_cost` FROM `energy_consumption` ORDER BY `total_cost` ASC LIMIT 5,Select only the column `total_cost` from `energy_consumption`. Sort it in ascending order and return the first 5 values.,"[[132.51], [226.8], [241.36], [241.5], [247.06]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,energy_consumption,SELECT `total_cost` FROM `energy_consumption` ORDER BY `total_cost` DESC LIMIT 5,Select only the column `total_cost` from `energy_consumption`. Sort it in descending order and return the first 5 values.,"[[785.74], [711.2], [581.46], [553.9], [412.8]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `risk_profile` ASC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `risk_profile` in ascending order.","[['1', 'Bob', '7892', '2353', '5539.0', '70.2%', 'Low'], ['3', 'David', '4242', '1791', '2451.0', '57.8%', 'Low'], ['7', 'Helen', '4157', '2136', '2021.0', '48.6%', 'Low'], ['8', 'Ian', '6915', '4196', '2719.0', '39.3%', 'Low'], ['9', 'Jack', '3693', '1198', '2495.0', '67.6%', 'Low']]",0.0,0.0,0.0,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `risk_profile` DESC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `risk_profile` in descending order.","[['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['6', 'Grace', '7668', '7780', '-112.0', '-1.5%', 'High'], ['10', 'Karen', '4627', '5237', '-610.0', '-13.2%', 'High'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High']]",0.0,0.0,0.0,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `savings` ASC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `savings` in ascending order.","[['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High'], ['15', 'Paul', '2306', '7028', '-4722.0', '-204.8%', 'High'], ['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High'], ['29', 'Lily', '4763', '8504', '-3741.0', '-78.5%', 'High']]",0.0,0.226,0.226,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `savings` DESC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `savings` in descending order.","[['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['1', 'Bob', '7892', '2353', '5539.0', '70.2%', 'Low'], ['11', 'Leo', '6450', '1354', '5096.0', '79.0%', 'Low'], ['19', 'Tina', '9901', '6291', '3610.0', '36.5%', 'Low'], ['8', 'Ian', '6915', '4196', '2719.0', '39.3%', 'Low']]",0.0,0.613,0.594,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `savings_rate` ASC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `savings_rate` in ascending order.","[['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High'], ['15', 'Paul', '2306', '7028', '-4722.0', '-204.8%', 'High'], ['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High'], ['27', 'Noah', '2495', '4889', '-2394.0', '-96.0%', 'High']]",0.0,0.419,0.419,0,1.0,0.4,0.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `savings_rate` DESC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `savings_rate` in descending order.","[['11', 'Leo', '6450', '1354', '5096.0', '79.0%', 'Low'], ['1', 'Bob', '7892', '2353', '5539.0', '70.2%', 'Low'], ['9', 'Jack', '3693', '1198', '2495.0', '67.6%', 'Low'], ['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['3', 'David', '4242', '1791', '2451.0', '57.8%', 'Low']]",0.0,0.806,0.781,0,1.0,0.8,0.7
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `income` ASC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `income` in ascending order.","[['24', 'Yara', '1663', '702', '961.0', '57.8%', 'Low'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['27', 'Noah', '2495', '4889', '-2394.0', '-96.0%', 'High'], ['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High']]",0.0,0.812,0.812,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `income` DESC LIMIT 5,"List the top 5 rows from the table `financial`, sorted by the column `income` in descending order.","[['19', 'Tina', '9901', '6291', '3610.0', '36.5%', 'Low'], ['26', 'Liam', '8994', '9458', '-464.0', '-5.2%', 'High'], ['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['14', 'Oscar', '8392', '7892', '500.0', '6.0%', 'Medium'], ['16', 'Quincy', '7776', '5749', '2027.0', '26.1%', 'Medium']]",0.0,0.818,0.844,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `income` + `savings` + `savings_rate` ASC LIMIT 5,"Compute the sum of the columns income, savings, savings_rate for each row in `financial`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['15', 'Paul', '2306', '7028', '-4722.0', '-204.8%', 'High'], ['27', 'Noah', '2495', '4889', '-2394.0', '-96.0%', 'High']]",0.0,1.0,1.0,1,1.0,1.0,0.65
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `income` + `savings` + `savings_rate` DESC LIMIT 5,"Compute the sum of the columns income, savings, savings_rate for each row in `financial`. Sort all rows in descending order by this sum and return the first 5 rows.","[['19', 'Tina', '9901', '6291', '3610.0', '36.5%', 'Low'], ['26', 'Liam', '8994', '9458', '-464.0', '-5.2%', 'High'], ['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['14', 'Oscar', '8392', '7892', '500.0', '6.0%', 'Medium'], ['1', 'Bob', '7892', '2353', '5539.0', '70.2%', 'Low']]",0.0,0.625,0.625,0,1.0,0.6,0.75
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `savings` + `savings_rate` ASC LIMIT 5,"Compute the sum of the columns savings, savings_rate for each row in `financial`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['27', 'Noah', '2495', '4889', '-2394.0', '-96.0%', 'High'], ['29', 'Lily', '4763', '8504', '-3741.0', '-78.5%', 'High'], ['15', 'Paul', '2306', '7028', '-4722.0', '-204.8%', 'High']]",0.0,0.613,0.613,0,1.0,0.6,0.75
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `savings` + `savings_rate` DESC LIMIT 5,"Compute the sum of the columns savings, savings_rate for each row in `financial`. Sort all rows in descending order by this sum and return the first 5 rows.","[['11', 'Leo', '6450', '1354', '5096.0', '79.0%', 'Low'], ['1', 'Bob', '7892', '2353', '5539.0', '70.2%', 'Low'], ['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['9', 'Jack', '3693', '1198', '2495.0', '67.6%', 'Low'], ['19', 'Tina', '9901', '6291', '3610.0', '36.5%', 'Low']]",0.0,0.806,0.806,0,1.0,0.8,0.6
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `expenses` + `savings` + `savings_rate` ASC LIMIT 5,"Compute the sum of the columns expenses, savings, savings_rate for each row in `financial`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['27', 'Noah', '2495', '4889', '-2394.0', '-96.0%', 'High'], ['15', 'Paul', '2306', '7028', '-4722.0', '-204.8%', 'High'], ['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High']]",0.0,0.806,0.781,0,1.0,0.8,0.3
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `expenses` + `savings` + `savings_rate` DESC LIMIT 5,"Compute the sum of the columns expenses, savings, savings_rate for each row in `financial`. Sort all rows in descending order by this sum and return the first 5 rows.","[['19', 'Tina', '9901', '6291', '3610.0', '36.5%', 'Low'], ['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['1', 'Bob', '7892', '2353', '5539.0', '70.2%', 'Low'], ['11', 'Leo', '6450', '1354', '5096.0', '79.0%', 'Low'], ['9', 'Jack', '3693', '1198', '2495.0', '67.6%', 'Low']]",0.0,0.613,0.594,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `income` + `savings_rate` + `risk_profile` ASC LIMIT 5,"Compute the sum of the columns income, savings_rate, risk_profile for each row in `financial`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['2', 'Carla', '2678', '7085', '-4407.0', '-164.6%', 'High'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High'], ['15', 'Paul', '2306', '7028', '-4722.0', '-204.8%', 'High'], ['27', 'Noah', '2495', '4889', '-2394.0', '-96.0%', 'High']]",0.0,0.806,0.781,0,1.0,0.8,0.7
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `income` + `savings_rate` + `risk_profile` DESC LIMIT 5,"Compute the sum of the columns income, savings_rate, risk_profile for each row in `financial`. Sort all rows in descending order by this sum and return the first 5 rows.","[['19', 'Tina', '9901', '6291', '3610.0', '36.5%', 'Low'], ['18', 'Steve', '8526', '2207', '6319.0', '74.1%', 'Low'], ['26', 'Liam', '8994', '9458', '-464.0', '-5.2%', 'High'], ['14', 'Oscar', '8392', '7892', '500.0', '6.0%', 'Medium'], ['16', 'Quincy', '7776', '5749', '2027.0', '26.1%', 'Medium']]",0.0,0.818,0.844,0,1.0,0.8,0.9
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `expenses` + `savings_rate` + `risk_profile` ASC LIMIT 5,"Compute the sum of the columns expenses, savings_rate, risk_profile for each row in `financial`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['24', 'Yara', '1663', '702', '961.0', '57.8%', 'Low'], ['9', 'Jack', '3693', '1198', '2495.0', '67.6%', 'Low'], ['3', 'David', '4242', '1791', '2451.0', '57.8%', 'Low'], ['7', 'Helen', '4157', '2136', '2021.0', '48.6%', 'Low'], ['17', 'Rachel', '6864', '5672', '1192.0', '17.4%', 'Medium']]",0.0,0.774,0.8,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT * FROM `financial` ORDER BY `expenses` + `savings_rate` + `risk_profile` DESC LIMIT 5,"Compute the sum of the columns expenses, savings_rate, risk_profile for each row in `financial`. Sort all rows in descending order by this sum and return the first 5 rows.","[['20', 'Uma', '6575', '10425', '-3850.0', '-58.6%', 'High'], ['26', 'Liam', '8994', '9458', '-464.0', '-5.2%', 'High'], ['5', 'Frank', '2059', '8054', '-5995.0', '-291.2%', 'High'], ['14', 'Oscar', '8392', '7892', '500.0', '6.0%', 'Medium'], ['12', 'Maria', '2663', '8664', '-6001.0', '-225.3%', 'High']]",0.0,0.812,0.812,0,1.0,0.8,0.9
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `income` FROM `financial` ORDER BY `income` ASC LIMIT 5,Select only the column `income` from `financial`. Sort it in ascending order and return the first 5 values.,"[['1663'], ['2059'], ['2306'], ['2495'], ['2663']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `income` FROM `financial` ORDER BY `income` DESC LIMIT 5,Select only the column `income` from `financial`. Sort it in descending order and return the first 5 values.,"[['9901'], ['8994'], ['8526'], ['8392'], ['7892']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `expenses` FROM `financial` ORDER BY `expenses` ASC LIMIT 5,Select only the column `expenses` from `financial`. Sort it in ascending order and return the first 5 values.,"[['702'], ['1198'], ['1354'], ['1791'], ['2136']]",0.0,0.8,0.8,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `expenses` FROM `financial` ORDER BY `expenses` DESC LIMIT 5,Select only the column `expenses` from `financial`. Sort it in descending order and return the first 5 values.,"[['10425'], ['9458'], ['8664'], ['8504'], ['8054']]",0.0,0.8,0.8,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `savings` FROM `financial` ORDER BY `savings` ASC LIMIT 5,Select only the column `savings` from `financial`. Sort it in ascending order and return the first 5 values.,"[['-6001.0'], ['-5995.0'], ['-4722.0'], ['-4407.0'], ['-3741.0']]",0.0,0.2,0.2,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `savings` FROM `financial` ORDER BY `savings` DESC LIMIT 5,Select only the column `savings` from `financial`. Sort it in descending order and return the first 5 values.,"[['6319.0'], ['5539.0'], ['5096.0'], ['3610.0'], ['2719.0']]",0.0,0.6,0.6,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `savings_rate` FROM `financial` ORDER BY `savings_rate` ASC LIMIT 5,Select only the column `savings_rate` from `financial`. Sort it in ascending order and return the first 5 values.,"[['-291.2%'], ['-225.3%'], ['-204.8%'], ['-164.6%'], ['-96.0%']]",0.0,0.4,0.4,0,1.0,0.4,0.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `savings_rate` FROM `financial` ORDER BY `savings_rate` DESC LIMIT 5,Select only the column `savings_rate` from `financial`. Sort it in descending order and return the first 5 values.,"[['79.0%'], ['74.1%'], ['70.2%'], ['67.6%'], ['57.8%']]",0.0,0.8,0.8,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `risk_profile` FROM `financial` ORDER BY `risk_profile` ASC LIMIT 5,Select only the column `risk_profile` from `financial`. Sort it in ascending order and return the first 5 values.,"[['High'], ['High'], ['High'], ['High'], ['High']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,financial,SELECT `risk_profile` FROM `financial` ORDER BY `risk_profile` DESC LIMIT 5,Select only the column `risk_profile` from `financial`. Sort it in descending order and return the first 5 values.,"[['Medium'], ['Medium'], ['Medium'], ['Medium'], ['Medium']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `fuel_used_l` ASC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `fuel_used_l` in ascending order.","[[11, 'Driver_12', 52, 75, 5.6, 7.0, 9.3, 7.43, 1.442], [16, 'Driver_17', 59, 15, 5.7, 6.8, 10.4, 8.68, 0.254], [9, 'Driver_10', 157, 69, 5.1, 10.0, 30.8, 15.7, 0.439], [18, 'Driver_19', 63, 43, 2.3, 25.3, 27.4, 2.49, 0.683], [14, 'Driver_15', 64, 22, 5.8, 21.8, 11.0, 2.94, 0.344]]",0.0,0.591,0.619,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `fuel_used_l` DESC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `fuel_used_l` in descending order.","[[5, 'Driver_5', 152, 67, 3.5, 29.5, 43.4, 5.15, 0.441], [1, 'Driver_1', 149, 23, 2.5, 29.3, 59.6, 5.09, 0.154], [9, 'Driver_9', 230, 15, 2.8, 27.8, 82.1, 8.27, 0.065], [24, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [7, 'Driver_7', 200, 73, 5.4, 14.3, 37.0, 13.99, 0.365]]",0.0,0.622,0.636,0,1.0,0.6,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `driver_name` ASC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `driver_name` in ascending order.","[[1, 'Driver_1', 149, 23, 2.5, 29.3, 59.6, 5.09, 0.154], [2, 'Driver_2', 210, 35, 1.9, 25.4, 110.5, 8.27, 0.167], [3, 'Driver_3', 293, 13, 3.7, 14.2, 79.2, 20.63, 0.044], [4, 'Driver_4', 115, 71, 5.8, 17.7, 19.8, 6.5, 0.617], [5, 'Driver_5', 152, 67, 3.5, 29.5, 43.4, 5.15, 0.441]]",0.0,0.244,0.256,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `driver_name` DESC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `driver_name` in descending order.","[[25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [24, 'Driver_24', 273, 52, 4.2, 25.7, 65.0, 10.62, 0.19], [23, 'Driver_23', 265, 64, 3.8, 25.9, 69.7, 10.23, 0.242], [22, 'Driver_22', 50, 75, 3.2, 9.4, 15.6, 5.32, 1.5], [21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271]]",0.0,0.044,0.044,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `id` ASC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `id` in ascending order.","[[1, 'Driver_1', 149, 23, 2.5, 29.3, 59.6, 5.09, 0.154], [2, 'Driver_2', 210, 35, 1.9, 25.4, 110.5, 8.27, 0.167], [3, 'Driver_3', 293, 13, 3.7, 14.2, 79.2, 20.63, 0.044], [4, 'Driver_4', 115, 71, 5.8, 17.7, 19.8, 6.5, 0.617], [5, 'Driver_5', 152, 67, 3.5, 29.5, 43.4, 5.15, 0.441]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `id` DESC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `id` in descending order.","[[25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [24, 'Driver_24', 273, 52, 4.2, 25.7, 65.0, 10.62, 0.19], [23, 'Driver_23', 265, 64, 3.8, 25.9, 69.7, 10.23, 0.242], [22, 'Driver_22', 50, 75, 3.2, 9.4, 15.6, 5.32, 1.5], [21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `packages` ASC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `packages` in ascending order.","[[25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [3, 'Driver_3', 293, 13, 3.7, 14.2, 79.2, 20.63, 0.044], [17, 'Driver_17', 59, 15, 5.7, 6.8, 10.4, 8.68, 0.254], [9, 'Driver_9', 230, 15, 2.8, 27.8, 82.1, 8.27, 0.065], [15, 'Driver_15', 64, 22, 5.8, 21.8, 11.0, 2.94, 0.344]]",0.0,1.0,1.0,1,1.0,1.0,0.95
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `packages` DESC LIMIT 5,"List the top 5 rows from the table `logistics_delivery`, sorted by the column `packages` in descending order.","[[21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271], [12, 'Driver_12', 52, 75, 5.6, 7.0, 9.3, 7.43, 1.442], [22, 'Driver_22', 50, 75, 3.2, 9.4, 15.6, 5.32, 1.5], [6, 'Driver_6', 204, 72, 5.6, 25.2, 36.4, 8.1, 0.353], [14, 'Driver_14', 290, 72, 1.7, 15.9, 170.6, 18.24, 0.248]]",0.0,0.81,0.81,0,1.0,0.8,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `id` + `time_hrs` + `fuel_efficiency_kmpl` ASC LIMIT 5,"Compute the sum of the columns id, time_hrs, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[11, 'Driver_11', 58, 41, 5.1, 23.5, 11.4, 2.47, 0.707], [15, 'Driver_15', 64, 22, 5.8, 21.8, 11.0, 2.94, 0.344], [16, 'Driver_16', 147, 23, 3.6, 15.6, 40.8, 9.42, 0.156], [24, 'Driver_24', 273, 52, 4.2, 25.7, 65.0, 10.62, 0.19], [1, 'Driver_1', 149, 23, 2.5, 29.3, 59.6, 5.09, 0.154]]",0.0,0.442,0.422,0,1.0,0.4,0.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `id` + `time_hrs` + `fuel_efficiency_kmpl` DESC LIMIT 5,"Compute the sum of the columns id, time_hrs, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in descending order by this sum and return the first 5 rows.","[[18, 'Driver_18', 214, 41, 3.9, 9.3, 54.9, 23.01, 0.192], [21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271], [14, 'Driver_14', 290, 72, 1.7, 15.9, 170.6, 18.24, 0.248], [3, 'Driver_3', 293, 13, 3.7, 14.2, 79.2, 20.63, 0.044], [20, 'Driver_20', 237, 23, 2.6, 21.6, 91.2, 10.97, 0.097]]",0.0,0.432,0.422,0,1.0,0.4,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `driver_name` + `time_hrs` + `fuel_efficiency_kmpl` ASC LIMIT 5,"Compute the sum of the columns driver_name, time_hrs, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[10, 'Driver_10', 157, 69, 5.1, 10.0, 30.8, 15.7, 0.439], [11, 'Driver_11', 58, 41, 5.1, 23.5, 11.4, 2.47, 0.707], [12, 'Driver_12', 52, 75, 5.6, 7.0, 9.3, 7.43, 1.442], [14, 'Driver_14', 290, 72, 1.7, 15.9, 170.6, 18.24, 0.248], [15, 'Driver_15', 64, 22, 5.8, 21.8, 11.0, 2.94, 0.344]]",0.0,0.262,0.244,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `driver_name` + `time_hrs` + `fuel_efficiency_kmpl` DESC LIMIT 5,"Compute the sum of the columns driver_name, time_hrs, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in descending order by this sum and return the first 5 rows.","[[25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [24, 'Driver_24', 273, 52, 4.2, 25.7, 65.0, 10.62, 0.19], [23, 'Driver_23', 265, 64, 3.8, 25.9, 69.7, 10.23, 0.242], [22, 'Driver_22', 50, 75, 3.2, 9.4, 15.6, 5.32, 1.5], [21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271]]",0.0,0.222,0.233,0,1.0,0.2,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `driver_name` + `speed_kmph` + `fuel_efficiency_kmpl` ASC LIMIT 5,"Compute the sum of the columns driver_name, speed_kmph, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[10, 'Driver_10', 157, 69, 5.1, 10.0, 30.8, 15.7, 0.439], [25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [18, 'Driver_18', 214, 41, 3.9, 9.3, 54.9, 23.01, 0.192], [24, 'Driver_24', 273, 52, 4.2, 25.7, 65.0, 10.62, 0.19], [23, 'Driver_23', 265, 64, 3.8, 25.9, 69.7, 10.23, 0.242]]",0.0,0.163,0.171,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `driver_name` + `speed_kmph` + `fuel_efficiency_kmpl` DESC LIMIT 5,"Compute the sum of the columns driver_name, speed_kmph, fuel_efficiency_kmpl for each row in `logistics_delivery`. Sort all rows in descending order by this sum and return the first 5 rows.","[[14, 'Driver_14', 290, 72, 1.7, 15.9, 170.6, 18.24, 0.248], [21, 'Driver_21', 284, 77, 3.0, 15.1, 94.7, 18.81, 0.271], [20, 'Driver_20', 237, 23, 2.6, 21.6, 91.2, 10.97, 0.097], [2, 'Driver_2', 210, 35, 1.9, 25.4, 110.5, 8.27, 0.167], [9, 'Driver_9', 230, 15, 2.8, 27.8, 82.1, 8.27, 0.065]]",0.0,0.818,0.818,0,1.0,0.8,0.7
gpt-4o_mini,data/db_numerical_simple.sqlite,logistics_delivery,SELECT * FROM `logistics_delivery` ORDER BY `packages` + `fuel_efficiency_kmpl` + `packages_per_km` ASC LIMIT 5,"Compute the sum of the columns packages, fuel_efficiency_kmpl, packages_per_km for each row in `logistics_delivery`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[3, 'Driver_3', 293, 13, 3.7, 14.2, 79.2, 20.63, 0.044], [25, 'Driver_25', 157, 11, 4.8, 17.0, 32.7, 9.24, 0.07], [9, 'Driver_9', 230, 15, 2.8, 27.8, 82.1, 8.27, 0.065], [17, 'Driver_17', 59, 15, 5.7, 6.8, 10.4, 8.68, 0.254], [16, 'Driver_16', 147, 23, 3.6, 15.6, 40.8, 9.42, 0.156]]",0.0,0.605,0.634,0,1.0,0.6,1.0
