model,execution_type,db_path,table,sql_query,question,result,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
gpt-5_mini,,data/categorical_simple_eng.sqlite,cars,SELECT `Average consumption (L/100km)` FROM `cars` ORDER BY `Average consumption (L/100km)` ASC LIMIT 5,Select only the column `Average consumption (L/100km)` from `cars`. Sort it in ascending order and return the first 5 values.,"[[0.0], [0.0], [0.0], [2.0], [4.3]]",0.0,0.667,1.0,0.0,1.0,0.5,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,cars,SELECT `Average consumption (L/100km)` FROM `cars` ORDER BY `Average consumption (L/100km)` DESC LIMIT 5,Select only the column `Average consumption (L/100km)` from `cars`. Sort it in descending order and return the first 5 values.,"[[7.1], [6.8], [6.7], [6.4], [6.3]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,cars,SELECT `Model` FROM `cars` ORDER BY `Model` ASC LIMIT 5,Select only the column `Model` from `cars`. Sort it in ascending order and return the first 5 values.,"[['3 Series'], ['500e'], ['A4'], ['Aygo X'], ['Clio V']]",0.0,0.8,0.8,0.0,1.0,0.8,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,cars,SELECT `Model` FROM `cars` ORDER BY `Model` DESC LIMIT 5,Select only the column `Model` from `cars`. Sort it in descending order and return the first 5 values.,"[['Yaris Cross'], ['XC60'], ['X3'], ['Tucson'], ['Talisman']]",0.0,0.8,0.8,0.0,1.0,0.8,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,cars,SELECT `Type` FROM `cars` ORDER BY `Type` ASC LIMIT 5,Select only the column `Type` from `cars`. Sort it in ascending order and return the first 5 values.,"[['City car'], ['City car'], ['City car'], ['Hatchback'], ['Hatchback']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,cars,SELECT `Type` FROM `cars` ORDER BY `Type` DESC LIMIT 5,Select only the column `Type` from `cars`. Sort it in descending order and return the first 5 values.,"[['SUV'], ['SUV'], ['SUV'], ['SUV'], ['SUV']]",0.0,0.0,0.0,0.0,1.0,0.0,0.5
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `height_m` ASC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `height_m` in ascending order.","[['Colosseum', 'Italy', 48, 80, 'travertine'], ['Leaning Tower of Pisa', 'Italy', 57, 1173, 'marble'], ['Christ the Redeemer', 'Brazil', 30, 1931, 'reinforced concrete'], ['Statue of Liberty', 'USA', 93, 1886, 'copper'], ['Big Ben', 'United Kingdom', 96, 1859, 'stone']]",0.0,0.125,0.125,0.0,1.0,0.0,0.5
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `height_m` DESC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `height_m` in descending order.","[['Burj Khalifa', 'United Arab Emirates', 828, 2010, 'steel'], ['CN Tower', 'Canada', 553, 1976, 'reinforced concrete'], ['Eiffel Tower', 'France', 324, 1889, 'iron'], [""Saint Basil's Cathedral"", 'Russia', 81, 1561, 'brick'], ['Statue of Liberty', 'USA', 93, 1886, 'copper']]",0.0,0.52,0.542,0.0,1.0,0.2,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `name` ASC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `name` in ascending order.","[['Acropolis of Athens', 'Greece', 156.0, -447, 'marble'], ['Alhambra', 'Spain', 26.0, 1333, 'stone'], ['Angkor Wat', 'Cambodia', 65.0, 1150, 'sandstone'], ['Big Ben', 'United Kingdom', 96.0, 1859, 'stone'], ['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel']]",0.0,0.833,0.833,0.0,1.0,0.8,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `name` DESC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `name` in descending order.","[['Sydney Opera House', 'Australia', 65.0, 1973, 'concrete'], ['Stonehenge', 'United Kingdom', 4.0, -2500, 'sarsen'], [""St. Basil's Cathedral"", 'Russia', 65.0, 1561, 'brick'], ['Statue of Liberty', 'USA', 93.0, 1886, 'copper'], ['Sagrada Familia', 'Spain', 172.5, 1882, 'stone']]",0.0,0.75,0.75,0.0,1.0,0.6,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `material` ASC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `material` in ascending order.","[['Acropolis of Athens', 'Greece', 156.0, -447, 'marble'], ['Angkor Wat', 'Cambodia', 65.0, 1150, 'sandstone'], ['Atomium', 'Belgium', 102.0, 1958, 'steel'], ['Big Ben', 'United Kingdom', 96.0, 1859, 'stone'], ['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel']]",0.0,0.042,0.045,0.0,1.0,0.0,0.5
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `material` DESC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `material` in descending order.","[['Taj Mahal', 'India', 73.0, 1643, 'marble'], [""Saint Basil's Cathedral"", 'Russia', 65.0, 1561, 'brick'], [""Saint Basil's Cathedral"", 'Russia', 65.0, 1561, 'brick'], [""Saint Basil's Cathedral"", 'Russia', 65.0, 1561, 'brick'], ['Sagrada Familia', 'Spain', 172.5, 1882, 'stone']]",0.0,0.067,0.042,0.0,1.0,0.0,0.5
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `year_built` ASC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `year_built` in ascending order.","[['Great Pyramid of Giza', 'Egypt', 138.8, -2560, 'limestone'], ['Stonehenge', 'United Kingdom', 4.0, -2500, 'sarsen'], ['Great Wall', 'China', 7.8, -221, 'stone'], ['Acropolis of Athens', 'Greece', 156.0, -447, 'marble'], ['Petra', 'Jordan', 40.0, -300, 'sandstone']]",0.0,1.0,1.0,1.0,1.0,1.0,0.85
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `year_built` DESC LIMIT 5,"List the top 5 rows from the table `monuments`, sorted by the column `year_built` in descending order.","[['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel'], ['CN Tower', 'Canada', 553.3, 1976, 'reinforced concrete'], ['Sydney Opera House', 'Australia', 65.0, 1973, 'concrete'], ['Atomium', 'Belgium', 102.0, 1958, 'steel'], ['Mount Rushmore', 'USA', 18.0, 1941, 'granite']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `height_m` + `year_built` ASC LIMIT 5,"Compute the sum of the columns height_m, year_built for each row in `monuments`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Great Wall', 'China', 7.8, -221, 'stone'], ['Leaning Tower of Torun', 'Poland', 15.0, 1274, 'brick'], ['Mount Rushmore', 'USA', 18.0, 1941, 'granite'], ['Stonehenge', 'United Kingdom', 4.0, -2500, 'sarsen'], ['Moai (Easter Island)', 'Chile', 4.0, 1250, 'tuff']]",0.0,0.417,0.4,0.0,1.0,0.4,0.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT * FROM `monuments` ORDER BY `height_m` + `year_built` DESC LIMIT 5,"Compute the sum of the columns height_m, year_built for each row in `monuments`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Machu Picchu', 'Peru', 2430.0, 1450, 'stone'], ['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel'], ['CN Tower', 'Canada', 553.3, 1976, 'reinforced concrete'], ['Eiffel Tower', 'France', 330.0, 1889, 'iron'], ['Sagrada Familia', 'Spain', 172.5, 1882, 'stone']]",0.0,0.833,0.833,0.0,1.0,0.8,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `name` FROM `monuments` ORDER BY `name` ASC LIMIT 5,Select only the column `name` from `monuments`. Sort it in ascending order and return the first 5 values.,"[['Acropolis of Athens'], ['Alhambra'], ['Angkor Wat'], ['Atomium'], ['Big Ben']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `name` FROM `monuments` ORDER BY `name` DESC LIMIT 5,Select only the column `name` from `monuments`. Sort it in descending order and return the first 5 values.,"[['Taj Mahal'], ['Sydney Opera House'], ['Stonehenge'], ['Statue of Liberty'], [""Saint Basil's Cathedral""]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `country` FROM `monuments` ORDER BY `country` ASC LIMIT 5,Select only the column `country` from `monuments`. Sort it in ascending order and return the first 5 values.,"[['Australia'], ['Belgium'], ['Brazil'], ['Cambodia'], ['Canada']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `country` FROM `monuments` ORDER BY `country` DESC LIMIT 5,Select only the column `country` from `monuments`. Sort it in descending order and return the first 5 values.,"[['United States'], ['United States'], ['United States'], ['United Kingdom'], ['United Kingdom']]",0.0,0.5,0.333,0.0,1.0,0.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `height_m` FROM `monuments` ORDER BY `height_m` ASC LIMIT 5,Select only the column `height_m` from `monuments`. Sort it in ascending order and return the first 5 values.,"[[4.0], [4.0], [7.8], [15.0], [18.0]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `height_m` FROM `monuments` ORDER BY `height_m` DESC LIMIT 5,Select only the column `height_m` from `monuments`. Sort it in descending order and return the first 5 values.,"[[2430.0], [828.0], [553.3], [330.0], [172.5]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `year_built` FROM `monuments` ORDER BY `year_built` ASC LIMIT 5,Select only the column `year_built` from `monuments`. Sort it in ascending order and return the first 5 values.,"[[-2560], [-2500], [-447], [-221], [-300]]",0.0,1.0,1.0,1.0,1.0,1.0,0.95
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `year_built` FROM `monuments` ORDER BY `year_built` DESC LIMIT 5,Select only the column `year_built` from `monuments`. Sort it in descending order and return the first 5 values.,"[[2010], [1976], [1973], [1958], [1941]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `material` FROM `monuments` ORDER BY `material` ASC LIMIT 5,Select only the column `material` from `monuments`. Sort it in ascending order and return the first 5 values.,"[['brick'], ['concrete'], ['copper'], ['granite'], ['iron']]",0.0,0.8,1.0,0.0,1.0,0.75,1.0
gpt-5_mini,,data/categorical_simple_eng.sqlite,monuments,SELECT `material` FROM `monuments` ORDER BY `material` DESC LIMIT 5,Select only the column `material` from `monuments`. Sort it in descending order and return the first 5 values.,"[['travertine'], ['tuff'], ['steel'], ['stone'], ['sandstone']]",0.0,0.6,0.75,0.0,1.0,0.5,0.75
gpt-5_mini,,data/categorical_simple_eng.sqlite,movies,SELECT * FROM `movies` ORDER BY `Oscars won` ASC LIMIT 5,"List the top 5 rows from the table `movies`, sorted by the column `Oscars won` in ascending order.","[['The Godfather', 1972, 'Francis Ford Coppola', 'Drama', 175, 3], ['Titanic', 1997, 'James Cameron', 'Romance', 195, 11], ['Forrest Gump', 1994, 'Robert Zemeckis', 'Drama', 142, 6], ['The Lord of the Rings: The Return of the King', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1]]",0.0,0.481,0.481,0.0,1.0,0.4,0.0
