db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,note,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Name` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African elephant'], ['Bengal tiger'], ['Black panther'], ['Blue whale'], ['Emperor penguin']]",SELECT `Name` FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Name` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Wandering albatross'], ['White rhinoceros'], ['Seahorse'], ['Reticulated python'], ['Red kangaroo']]",SELECT `Name` FROM `animals` ORDER BY `Name` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.95
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Class` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Bird'], ['Bird'], ['Fish'], ['Mammal'], ['Mammal']]",SELECT `Class` FROM `animals` ORDER BY `Class` ASC LIMIT 5,1,,0.0,0.333,1.0,0.0,1.0,0.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Class` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Mammal'], ['Reptile'], ['Bird'], ['Fish'], ['Mammal']]",SELECT `Class` FROM `animals` ORDER BY `Class` DESC LIMIT 5,0,,0.0,0.25,1.0,0.0,1.0,0.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Habitat` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African savannas'], ['Antarctica'], ['Arctic'], ['Australian deserts'], ['Cliffs and urban areas']]",SELECT `Habitat` FROM `animals` ORDER BY `Habitat` ASC LIMIT 5,0,,0.0,0.6,0.75,0.0,1.0,0.5,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Habitat` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Tropical forests'], ['Savannas'], ['Rivers and lakes'], ['Rainforests'], ['Oceans']]",SELECT `Habitat` FROM `animals` ORDER BY `Habitat` DESC LIMIT 5,1,,0.0,0.4,1.0,0.0,1.0,0.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average lifespan` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[4], [5], [12], [13], [14]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average lifespan` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[100], [90], [70], [70], [70]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` DESC LIMIT 5,1,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average weight (kg)` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[0.05], [0.2], [1.0], [1.2], [6.0]]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average weight (kg)` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[140000.0], [6000.0], [2400.0], [1500.0], [1200.0]]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Country of production` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Aygo X', 'Toyota', 2022, 'City car', 72, 4.8, 'Czech Republic'], ['208', 'Peugeot', 2022, 'Hatchback', 100, 4.5, 'France'], ['Golf VIII', 'Volkswagen', 2021, 'Sedan', 130, 5.1, 'Germany'], ['Panda', 'Fiat', 2020, 'City car', 69, 4.9, 'Italy'], ['Yaris Cross', 'Toyota', 2023, 'SUV', 116, 4.7, 'Japan']]",SELECT * FROM `cars` ORDER BY `Country of production` ASC LIMIT 5,0,,0.0,0.656,0.75,0.0,1.0,0.6,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Country of production` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Model 3', 'Tesla', 2022, 'Sedan', 283, 0.0, 'USA'], ['Qashqai', 'Nissan', 2021, 'SUV', 140, 6.2, 'United Kingdom'], ['XC60', 'Volvo', 2022, 'SUV', 250, 7.1, 'Sweden'], ['Leon', 'SEAT', 2021, 'Hatchback', 130, 5.2, 'Spain'], ['Tucson', 'Hyundai', 2022, 'SUV', 150, 6.4, 'South Korea']]",SELECT * FROM `cars` ORDER BY `Country of production` DESC LIMIT 5,2,,0.0,1.0,1.0,1.0,1.0,1.0,0.95
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Model` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['208', 'Peugeot', 2022, 'Hatchback', 100, 4.5, 'France'], ['3 Series', 'BMW', 2022, 'Sedan', 184, 5.6, 'Germany'], ['500e', 'Fiat', 2023, 'City car', 118, 0.0, 'Italy'], ['A4', 'Audi', 2022, 'Sedan', 150, 5.7, 'Germany'], ['Aygo X', 'Toyota', 2022, 'City car', 72, 4.8, 'Czech Republic']]",SELECT * FROM `cars` ORDER BY `Model` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Model` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Yaris Cross', 'Toyota', 2023, 'SUV', 116, 4.7, 'Japan'], ['XC60', 'Volvo', 2022, 'SUV', 250, 7.1, 'Sweden'], ['Tucson', 'Hyundai', 2022, 'SUV', 150, 6.4, 'South Korea'], ['Talisman', 'Renault', 2020, 'Sedan', 160, 5.5, 'France'], ['Sportage', 'Kia', 2023, 'SUV', 160, 6.3, 'South Korea']]",SELECT * FROM `cars` ORDER BY `Model` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Year` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Panda', 'Fiat', 2020, 'City car', 69, 4.9, 'Italy'], ['Talisman', 'Renault', 2020, 'Sedan', 160, 5.5, 'France'], ['Golf VIII', 'Volkswagen', 2021, 'Sedan', 130, 5.1, 'Germany'], ['Qashqai', 'Nissan', 2021, 'SUV', 140, 6.2, 'United Kingdom'], ['Clio V', 'Renault', 2021, 'Hatchback', 90, 4.3, 'France']]",SELECT * FROM `cars` ORDER BY `Year` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Year` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Yaris Cross', 'Toyota', 2023, 'SUV', 116, 4.7, 'Japan'], ['500e', 'Fiat', 2023, 'City car', 118, 0.0, 'Italy'], ['Sportage', 'Kia', 2023, 'SUV', 160, 6.3, 'South Korea'], ['EQA', 'Mercedes-Benz', 2023, 'SUV', 190, 0.0, 'Germany'], ['Model 3', 'Tesla', 2022, 'Sedan', 283, 0.0, 'USA']]",SELECT * FROM `cars` ORDER BY `Year` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Horsepower` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Panda', 'Fiat', 2020, 'City car', 69, 4.9, 'Italy'], ['Aygo X', 'Toyota', 2022, 'City car', 72, 4.8, 'Czech Republic'], ['Clio V', 'Renault', 2021, 'Hatchback', 90, 4.3, 'France'], ['Sandero', 'Dacia', 2021, 'Hatchback', 90, 5.0, 'Romania'], ['Polo', 'Volkswagen', 2021, 'Hatchback', 95, 4.8, 'Germany']]",SELECT * FROM `cars` ORDER BY `Horsepower` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Horsepower` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Model 3', 'Tesla', 2022, 'Sedan', 283, 0.0, 'USA'], ['XC60', 'Volvo', 2022, 'SUV', 250, 7.1, 'Sweden'], ['Outlander PHEV', 'Mitsubishi', 2021, 'SUV', 224, 2.0, 'Japan'], ['EQA', 'Mercedes-Benz', 2023, 'SUV', 190, 0.0, 'Germany'], ['3 Series', 'BMW', 2022, 'Sedan', 184, 5.6, 'Germany']]",SELECT * FROM `cars` ORDER BY `Horsepower` DESC LIMIT 5,0,,0.0,0.857,0.828,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-ADVANCED,"Compute the sum of the columns Year, Horsepower for each row in `cars`. Sort all rows in ascending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Aygo X', 'Toyota', 2022, 'City car', 72, 4.8, 'Czech Republic', 2094], ['Panda', 'Fiat', 2020, 'City car', 69, 4.9, 'Italy', 2089], ['Sandero', 'Dacia', 2021, 'Hatchback', 90, 5.0, 'Romania', 2111], ['Polo', 'Volkswagen', 2021, 'Hatchback', 95, 4.8, 'Germany', 2116], ['Clio V', 'Renault', 2021, 'Hatchback', 90, 4.3, 'France', 2111]]",SELECT * FROM `cars` ORDER BY `Year` + `Horsepower` ASC LIMIT 5,0,,0.0,0.875,1.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,cars,ORDERBY-ADVANCED,"Compute the sum of the columns Year, Horsepower for each row in `cars`. Sort all rows in descending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Model 3', 'Tesla', 2022, 'Sedan', 283, 0.0, 'USA'], ['XC60', 'Volvo', 2022, 'SUV', 250, 7.1, 'Sweden'], ['Outlander PHEV', 'Mitsubishi', 2021, 'SUV', 224, 2.0, 'Japan'], ['Giulia', 'Alfa Romeo', 2022, 'Sedan', 200, 6.0, 'Italy'], ['EQA', 'Mercedes-Benz', 2023, 'SUV', 190, 0.0, 'Germany']]",SELECT * FROM `cars` ORDER BY `Year` + `Horsepower` DESC LIMIT 5,2,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Brand` from `cars`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Alfa Romeo'], ['Audi'], ['BMW'], ['Dacia'], ['Fiat']]",SELECT `Brand` FROM `cars` ORDER BY `Brand` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Brand` from `cars`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Volvo'], ['Volkswagen'], ['Volkswagen'], ['Toyota'], ['Toyota']]",SELECT `Brand` FROM `cars` ORDER BY `Brand` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Country of production` from `cars`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Czech Republic'], ['France'], ['France'], ['France'], ['Germany']]",SELECT `Country of production` FROM `cars` ORDER BY `Country of production` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Country of production` from `cars`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['United Kingdom'], ['USA'], ['Sweden'], ['Spain'], ['South Korea']]",SELECT `Country of production` FROM `cars` ORDER BY `Country of production` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Average consumption (L/100km)` from `cars`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[0.0], [0.0], [0.0], [2.0], [4.3]]",SELECT `Average consumption (L/100km)` FROM `cars` ORDER BY `Average consumption (L/100km)` ASC LIMIT 5,0,,0.0,0.667,1.0,0.0,1.0,0.5,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Average consumption (L/100km)` from `cars`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[7.1], [6.8], [6.7], [6.4], [6.3]]",SELECT `Average consumption (L/100km)` FROM `cars` ORDER BY `Average consumption (L/100km)` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Model` from `cars`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['208'], ['3 Series'], ['500e'], ['A4'], ['Aygo X']]",SELECT `Model` FROM `cars` ORDER BY `Model` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Model` from `cars`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Yaris Cross'], ['XC60'], ['Tucson'], ['Talisman'], ['Sportage']]",SELECT `Model` FROM `cars` ORDER BY `Model` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Type` from `cars`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,[],SELECT `Type` FROM `cars` ORDER BY `Type` ASC LIMIT 5,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-PROJECT,Select only the column `Type` from `cars`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['SUV'], ['SUV'], ['SUV'], ['SUV'], ['SUV']]",SELECT `Type` FROM `cars` ORDER BY `Type` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `height_m` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Stonehenge', 'United Kingdom', 4.0, -2500, 'sarsen'], ['Moai (Easter Island)', 'Chile', 4.0, 1250, 'tuff'], ['Great Wall', 'China', 7.8, -221, 'stone'], ['Leaning Tower of Torun', 'Poland', 15.0, 1274, 'brick'], ['Mount Rushmore', 'USA', 18.0, 1941, 'granite']]",SELECT * FROM `monuments` ORDER BY `height_m` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `height_m` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel'], ['CN Tower', 'Canada', 553.3, 1976, 'reinforced concrete'], ['Eiffel Tower', 'France', 330.0, 1889, 'iron'], ['Great Pyramid of Giza', 'Egypt', 138.8, -2560, 'limestone'], ['Edinburgh Castle', 'United Kingdom', 135.0, 1103, 'stone']]",SELECT * FROM `monuments` ORDER BY `height_m` DESC LIMIT 5,0,,0.0,0.64,0.667,0.0,1.0,0.6,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `name` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Acropolis of Athens', 'Greece', 156.0, -447, 'marble'], ['Alhambra', 'Spain', 26.0, 1333, 'stone'], ['Angkor Wat', 'Cambodia', 65.0, 1150, 'sandstone'], ['Atomium', 'Belgium', 102.0, 1958, 'steel'], ['Big Ben', 'United Kingdom', 96.0, 1859, 'stone']]",SELECT * FROM `monuments` ORDER BY `name` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `name` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Sydney Opera House', 'Australia', 65.0, 1973, 'concrete'], ['Stonehenge', 'United Kingdom', 4.0, -2500, 'sarsen'], ['Statue of Liberty', 'USA', 93.0, 1886, 'copper'], [""Saint Basil's Cathedral"", 'Russia', 65.0, 1561, 'brick'], ['Petra', 'Jordan', 40.0, -300, 'sandstone']]",SELECT * FROM `monuments` ORDER BY `name` DESC LIMIT 5,0,,0.0,0.792,0.792,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `material` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[""Saint Basil's Cathedral"", 'Russia', 65.0, 1561, 'brick'], ['Sydney Opera House', 'Australia', 65.0, 1973, 'concrete'], ['Statue of Liberty', 'USA', 93.0, 1886, 'copper'], ['Mount Rushmore', 'USA', 18.0, 1941, 'granite'], ['Eiffel Tower', 'France', 330.0, 1889, 'iron']]",SELECT * FROM `monuments` ORDER BY `material` ASC LIMIT 5,2,,0.0,0.783,0.818,0.0,1.0,0.8,1.0
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `material` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Himeji Castle', 'Japan', 46.0, 1333, 'wood'], ['Colosseum', 'Italy', 48.0, 80, 'travertine'], ['Moai (Easter Island)', 'Chile', 4.0, 1250, 'tuff'], ['Great Wall', 'China', 7.8, -221, 'stone'], ['Burj Khalifa', 'United Arab Emirates', 828.0, 2010, 'steel']]",SELECT * FROM `monuments` ORDER BY `material` DESC LIMIT 5,0,,0.0,0.8,0.833,0.0,1.0,0.8,0.9
data/categorical_simple_eng.sqlite,monuments,ORDERBY-SINGLE,"List the top 5 rows from the table `monuments`, sorted by the column `year_built` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Great Pyramid of Giza', 'Egypt', 138.8, -2560, 'limestone'], ['Stonehenge', 'United Kingdom', 4.0, -2500, 'sarsen'], ['Acropolis of Athens', 'Greece', 156.0, -447, 'marble'], ['Petra', 'Jordan', 40.0, -300, 'sandstone'], ['Great Wall', 'China', 7.8, -221, 'stone']]",SELECT * FROM `monuments` ORDER BY `year_built` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0
