db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,execution_type,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order,num_tables,total_columns,total_rows,total_numeric_columns,total_categorical_columns,avg_columns_per_table,avg_rows_per_table,avg_numeric_categorical_ratio,avg_unique_vals,max_unique_vals,avg_data_sparsity,num_columns,num_rows,num_numeric_columns,num_categorical_columns,numeric_categorical_ratio,num_selected_columns,num_order_columns,limit_value,syntax_complexity,has_where,has_group_by,has_having,has_order_by,has_limit,has_distinct,has_join,has_subquery,has_union,has_aggregation,query_complexity,text_length,num_tokens,num_words,num_nouns,num_verbs,num_adjectives,num_entities,num_clauses,avg_sentence_length,keyword_score,semantic_complexity,token_prompt_count
data/db_music_cut_300.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `title`, sort it in ascending order, and return the top 5 rows.",gemini-2.5-pro,"[['400 Degreez (Deluxe Edition)'], ['A Bar Song (Tipsy)'], ['As It Was'], ['BABYMONS7ER'], ['BAND4BAND (feat. Lil Baby)']]",SELECT T1.`title` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`title` ASC LIMIT 5,0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,1,2,5.0,12.1,False,False,False,True,True,False,True,False,False,False,0.402054227590561,130,34,20,6,5,1,2,1,34.0,4,0.4263556897640228,2782
data/db_music_cut_300.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `title`, sort it in descending order, and return the top 5 rows.",gemini-2.5-pro,"[['YOUGAKU MORIMORI CLUB MEDLEY'], [""What's Love Got to Do with It (30th Anniversary Deluxe Edition)""], ['What Was I Made For? (From The Motion Picture ""Barbie"")'], ['Water'], [""WE DON'T TRUST YOU""]]",SELECT T1.`title` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`title` DESC LIMIT 5,0,normal,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,1,2,5.0,12.1,False,False,False,True,True,False,True,False,False,False,0.4021782291889191,131,34,20,6,5,1,2,1,34.0,4,0.4269557297229767,2782
data/db_music_cut_300.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `release_date (dd-mm-yyyy)`, sort it in ascending order, and return the top 5 rows.",gemini-2.5-pro,"[['01-12-2015'], ['06-01-2017'], ['13-01-2017'], ['14-03-2019'], ['10-05-2019']]",SELECT T1.`release_date (dd-mm-yyyy)` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`release_date (dd-mm-yyyy)` ASC LIMIT 5,0,normal,0.0,0.2,0.2,0.0,1.0,0.2,1.0,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,1,5,5.0,13.4,False,False,False,True,True,False,True,False,False,False,0.4339133636951446,150,41,22,8,5,2,2,1,41.0,4,0.3978340923786163,2788
data/db_music_cut_300.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `release_date (dd-mm-yyyy)`, sort it in descending order, and return the top 5 rows.",gemini-2.5-pro,"[['14-06-2024'], ['09-06-2024'], ['06-06-2024'], ['05-06-2024'], ['04-06-2024']]",SELECT T1.`release_date (dd-mm-yyyy)` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`release_date (dd-mm-yyyy)` DESC LIMIT 5,0,normal,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,1,5,5.0,13.4,False,False,False,True,True,False,True,False,False,False,0.4340009289741516,151,41,22,8,5,2,2,1,41.0,4,0.3975232243537903,2788
data/db_music_cut_300.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `artist_id`, sort it in ascending order, and return the top 5 rows.",gemini-2.5-pro,"[[1], [2], [2], [3], [4]]",SELECT T1.`artist_id` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`artist_id` ASC LIMIT 5,0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,1,2,5.0,12.1,False,False,False,True,True,False,True,False,False,False,0.3976038090229034,134,34,19,5,5,1,2,1,34.0,4,0.430095225572586,2783
data/db_music_cut_300.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `artist_id`, sort it in descending order, and return the top 5 rows.",gemini-2.5-pro,"[[67], [66], [65], [64], [63]]",SELECT T1.`artist_id` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`artist_id` DESC LIMIT 5,0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,1,2,5.0,12.1,False,False,False,True,True,False,True,False,False,False,0.397822746515274,135,34,19,5,5,1,2,1,34.0,4,0.4330686628818512,2783
data/db_music_cut_300.sqlite,albums,ORDERBY-ADVANCED,"Join `albums` with `artists` on `artist_id`. Sort all rows by the columns album_id, artist_id in ascending order, and return the first 5 rows.",gemini-2.5-pro,"[[1, 'Million Dollar Baby - Single', '26-04-2024', 1, 'Tommy Richman', '21-03-2000'], [2, 'Not Like Us', '04-05-2024', 2, 'Kendrick Lamar', '17-06-1987'], [3, 'I like the way you kiss me', '19-03-2024', 3, 'Artemas', '23-09-1999'], [4, 'Flowers - Single', '12-01-2023', 4, 'Miley Cyrus', '23-11-1992'], [5, 'Houdini', '31-05-2024', 5, 'Eminem', '17-10-1972']]","SELECT * FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`album_id`, T1.`artist_id` ASC LIMIT 5",0,normal,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,4,4,5.0,14.2,False,False,False,True,True,False,True,False,False,False,0.2910959882259369,142,33,19,6,3,1,3,0,16.5,3,0.4473997056484222,2784
data/db_music_cut_300.sqlite,albums,ORDERBY-ADVANCED,"Join `albums` with `artists` on `artist_id`. Sort all rows by the columns album_id, artist_id in descending order, and return the first 5 rows.",gemini-2.5-pro,"[[75, 'Laxed (Siren Beat)', '24-04-2020', 67, 'Dave', '01-01-1991'], [74, 'un x100to', '17-04-2023', 65, 'Grupo Frontera', '08-06-2022'], [73, 'Old Town Road', '14-03-2019', 64, 'Lil Nas X', '09-04-1999'], [72, 'The Way We Move', '10-03-2023', 63, 'PowerDress', '01-01-2021'], [71, 'Shakira: Bzrp Music Sessions, Vol. 53', '11-01-2023', 62, 'Bizarrap', '29-08-1998']]","SELECT * FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`album_id`, T1.`artist_id` DESC LIMIT 5",0,normal,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,4,75,2,2,4.0,75.0,1.0,71.25,75,0.0,4,75,2,2,1.0,4,4,5.0,14.2,False,False,False,True,True,False,True,False,False,False,0.2914528556346893,143,33,19,6,3,1,3,0,16.5,3,0.4538213908672333,2784
data/db_music_cut_300.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `track_score` in ascending order.",gemini-2.5-pro,"[[27, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, 'STAY (with Justin Bieber)', '09-07-2021', 25], [26, 'Beat Automotivo Tan Tan Tan Viral', 'BXWEH2200054', 25, 26, 268.1, 7382759.0, 35.0, 4233958.0, 37621885.0, 0, 'Beat Automotivo Tan Tan Tan Viral', '24-05-2022', 24], [25, 'Future', 'RUA1H2415548', 24, 25, 277.5, 150000000.0, 80.0, 40000000.0, 9453333.0, 0, 'Future', '10-01-2024', 23], [24, ""TEXAS HOLD 'EM"", 'USSM12401302', 23, 24, 278.9, 426700979.0, 86.0, 35724356.0, 1470500.0, 1, ""TEXAS HOLD 'EM"", '10-02-2024', 22], [23, 'Danza Kuduro - Cover', 'TCJPA2445163', 22, 23, 279.0, 1655575417.0, 91.0, 413000000.0, 800000.0, 1, 'CLUB DE YOKUKIKU YOUGAKU MEDLEY', '21-05-2024', 9]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_score` ASC LIMIT 5,0,normal,0.0,0.88,0.978,0.0,1.0,0.0,0.5,1,11,27,9,2,11.0,27.0,4.5,22.272727272727273,27,0.0505050505050505,11,27,9,2,4.5,11,2,5.0,18.1,False,False,False,True,True,False,True,False,False,False,0.3738063077449799,147,34,21,8,4,1,2,0,34.0,4,0.4276576936244964,2402
data/db_music_cut_300.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `track_score` in descending order.",gemini-2.5-pro,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936, 92, 84274754, 5767700, 0, 'Million Dollar Baby - Single', '26-04-2024', 1], [2, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884, 92, 116347040, 674700, 1, 'Not Like Us', '04-05-2024', 2], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283, 92, 122599116, 3025400, 0, 'I like the way you kiss me', '19-03-2024', 3], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633, 85, 1096100899, 7189811, 0, 'Flowers - Single', '12-01-2023', 4], [5, 'Houdini', 'USUG12403398', 5, 5, 423.3, 107034922, 88, 77373957, 16400, 1, 'Houdini', '31-05-2024', 5]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_score` DESC LIMIT 5,0,normal,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1,11,27,9,2,11.0,27.0,4.5,22.272727272727273,27,0.0505050505050505,11,27,9,2,4.5,11,2,5.0,18.1,False,False,False,True,True,False,True,False,False,False,0.3740034394741058,148,34,21,8,4,1,2,0,34.0,4,0.4300859868526459,2402
data/db_music_cut_300.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `tiktok_posts` in ascending order.",gemini-2.5-pro,"[[14, 'bathroom floor', 'NLC242100307', 15, 15, 301.6, 297185.0, 12.0, 6736502312.0, 3.0, 0, 'LALA - Single', '22-03-2023', 16], [5, 'Houdini', 'USUG12403398', 5, 5, 423.3, 107034922.0, 88.0, 77373957.0, 16400.0, 1, 'Houdini', '31-05-2024', 5], [17, 'Fortnight (feat. Post Malone)', 'USUG12401028', 17, 17, 297.6, 395433400.0, 89.0, 104673836.0, 139300.0, 0, 'THE TORTURED POETS DEPARTMENT', '18-04-2024', 17], [11, 'The Door', 'USWB12402486', 12, 12, 320.2, 111155129.0, 90.0, 55000000.0, 150000.0, 1, 'The Door', '14-06-2024', 12], [13, 'LUNCH', 'USUM72401991', 13, 13, 316.3, 221636195.0, 92.0, 40022524.0, 195300.0, 0, 'HIT ME HARD AND SOFT', '17-05-2024', 13]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`tiktok_posts` ASC LIMIT 5,0,normal,0.0,0.212,0.262,0.0,1.0,0.0,0.5,1,11,27,9,2,11.0,27.0,4.5,22.272727272727273,27,0.0505050505050505,11,27,9,2,4.5,11,2,5.0,17.1,False,False,False,True,True,False,True,False,False,False,0.3791037111759185,148,34,21,9,4,1,2,0,34.0,4,0.4325927793979645,2404
data/db_music_cut_300.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `tiktok_posts` in descending order.",gemini-2.5-pro,"[[25, 'Beat Automotivo Tan Tan Tan Viral', 'BXWEH2200054', 25, 26, 268.1, 7382759.0, 35.0, 4233958.0, 37621885.0, 0, 'Beat Automotivo Tan Tan Tan Viral', '24-05-2022', 24], [15, 'LALA', 'USWL12300002', 16, 16, 299.9, 925655569.0, 79.0, 934302031.0, 11054500.0, 1, 'LALA - Single', '22-03-2023', 16], [24, 'Future', 'RUA1H2415548', 24, 25, 277.5, 1852853.0, 40.0, 1058773.0, 9453333.0, 0, 'Future', '10-01-2024', 23], [27, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, 'STAY (with Justin Bieber)', '09-07-2021', 25], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 'Flowers - Single', '12-01-2023', 4]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`tiktok_posts` DESC LIMIT 5,0,normal,0.0,0.923,0.98,0.0,1.0,0.0,0.5,1,11,27,9,2,11.0,27.0,4.5,22.272727272727273,27,0.0505050505050505,11,27,9,2,4.5,11,2,5.0,17.1,False,False,False,True,True,False,True,False,False,False,0.3792933136463166,149,34,21,9,4,1,2,0,34.0,4,0.4348328411579132,2404
data/db_music_cut_300.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `explicit_track` in ascending order.",gemini-2.5-pro,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 'Million Dollar Baby - Single', '26-04-2024', 1], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 'I like the way you kiss me', '19-03-2024', 3], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 'Flowers - Single', '12-01-2023', 4], [7, 'Beautiful Things', 'USWB12307016', 7, 7, 407.2, 900158751.0, 86.0, 308723145.0, 5500000.0, 0, 'Beautiful Things', '18-01-2024', 7], [13, 'LUNCH', 'USUM72401991', 13, 13, 316.3, 221636195.0, 92.0, 40022524.0, 195300.0, 0, 'HIT ME HARD AND SOFT', '17-05-2024', 13]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`explicit_track` ASC LIMIT 5,0,normal,0.0,0.979,0.979,0.0,1.0,0.0,0.5,1,11,27,9,2,11.0,27.0,4.5,22.272727272727273,27,0.0505050505050505,11,27,9,2,4.5,11,2,5.0,17.1,False,False,False,True,True,False,True,False,False,False,0.3805092914104462,150,34,21,9,4,1,2,0,34.0,4,0.4627322852611542,2402
