db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,execution_type,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order,token_prompt_count,num_tables,total_columns,total_rows,total_numeric_columns,total_categorical_columns,avg_columns_per_table,avg_rows_per_table,avg_numeric_categorical_ratio,avg_unique_vals,max_unique_vals,avg_data_sparsity,num_columns,num_rows,num_numeric_columns,num_categorical_columns,numeric_categorical_ratio,num_selected_columns,num_order_columns,limit_value,syntax_complexity,has_where,has_group_by,has_having,has_order_by,has_limit,has_distinct,has_join,has_subquery,has_union,has_aggregation,text_length,num_tokens,num_words,num_nouns,num_verbs,num_adjectives,num_entities,num_clauses,avg_sentence_length,keyword_score,semantic_complexity
data/db_music.sqlite,tracks,BASIC,Find the maximum value in the `youtube_views` column within the `tracks` table (T1). Return this highest value with the alias `max_views`.,gemini-2.5-pro,[[16322756555.0]],"[(16322756555,)]",0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,303725,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,138,36,18,6,2,3,0,0,15.5,0,0.6725281476974487
data/db_music.sqlite,tracks,BASIC,"Identify the minimum value in the `track_score` column of the `tracks` table (T1). Return this lowest value, naming it `min_score`.",gemini-2.5-pro,[[19.4]],"[(19.4,)]",0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,303725,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,131,36,17,5,3,2,0,1,15.5,0,0.6189900636672974
data/db_music.sqlite,tracks,BASIC,Count the total number of rows in the `tracks` table (T1) and return this count with the alias `total_tracks`.,gemini-2.5-pro,[[4600]],"[(4600,)]",0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,303720,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,110,29,17,6,2,1,1,0,26.0,1,0.6802912950515747
data/db_music.sqlite,albums,BASIC,"From the `albums` table (T1), count the number of unique (distinct) values present in the `artist_id` column. Return this count as `distinct_artists`.",gemini-2.5-pro,[],"[(2000,)]",0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129639,1,4,4110,2,2,4.0,4110.0,1.0,2916.5,4110,0.0,4.0,4110.0,2.0,2.0,1.0,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,150,40,19,6,2,3,1,0,17.5,2,0.7274383306503296
data/db_music.sqlite,tracks,BASIC,"Join `tracks` (T1) and `albums` (T2) on `album_id`. For each track, extract the release year from the album's date and call it `rel_year`. Group the rows by `rel_year`. For each group (year), count the number of tracks. Finally, order the groups by year in ascending order.",gemini-2.5-pro,[],"[(1987, 1), (1991, 1), (1994, 1), (1998, 1), (1999, 1), (2000, 2), (2001, 1), (2002, 5), (2003, 3), (2004, 5), (2005, 5), (2006, 3), (2007, 5), (2008, 11), (2009, 15), (2010, 27), (2011, 51), (2012, 47), (2013, 55), (2014, 70), (2015, 96), (2016, 123), (2017, 212), (2018, 251), (2019, 296), (2020, 359), (2021, 407), (2022, 693), (2023, 1159), (2024, 694)]",0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303765,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,273,82,41,15,7,0,5,0,14.2,4,0.6180874109268188
data/db_music.sqlite,tracks,BASIC,"Join the `tracks` and `albums` tables on `album_id`. Extract the month from the album's release date and call it `rel_month`. Group the rows by `rel_month`. For each month, calculate the total sum of `spotify_streams`. Order the results by total streams in ascending order. and return only 'rel_month' and 'tot_stream' columns.",gemini-2.5-pro,[],"[(12, 102236996021), (2, 131273716949), (9, 139950277616), (8, 142668008256), (4, 146042993752), (6, 148363250515), (7, 150451871115), (10, 164785117813), (3, 165513557976), (11, 173797710535), (5, 177929252176), (1, 364414128541)]",0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303769,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,327,92,44,17,7,2,3,0,12.333333333333334,6,0.6579179167747498
data/db_music.sqlite,artists,BASIC,"From the `artists` table (T1), for each name in the `name` column, extract the first 3 characters and assign the result to the alias `name_prefix`. Order these prefixes in ascending alphabetical order and return the top 5.",gemini-2.5-pro,"[['""XY'], ['$OH'], ['$ui'], ['&ME'], ['(G)']]","[('""XY',), ('$OH',), ('$ui',), ('&ME',), ('(G)',)]",0,normal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,45785,1,3,2000,1,2,3.0,2000.0,0.5,1692.0,2000,0.0856666666666666,3.0,2000.0,1.0,2.0,0.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,222,54,33,10,5,4,4,0,24.5,3,0.5443068146705627
data/db_music.sqlite,albums,BASIC,"From the `albums` table (T1), extract the year from the `release_date (dd-mm-yyyy)` column and alias this new column as `release_year`. Find all unique (distinct) values for `release_year`. Sort these unique years in ascending order and return the top 5.",gemini-2.5-pro,"[[1958], [1980], [1987], [1988], [1990]]","[(1987,), (1991,), (1994,), (1998,), (1999,)]",0,,0.0,0.2,0.2,0.0,1.0,0.2,1.0,129662,1,4,4110,2,2,4.0,4110.0,1.0,2916.5,4110,0.0,4.0,4110.0,2.0,2.0,1.0,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,254,71,36,11,4,7,4,0,20.33333333333333,5,0.5073381662368774
data/db_music.sqlite,albums,BASIC,"From the `albums` table (T1), for each row, extract the month from the `release_date (dd-mm-yyyy)` column and name it `release_month`. Filter the results to get only the unique month values. Sort these months in ascending order and return the top 5.",gemini-2.5-pro,"[[1], [2], [3], [4], [5]]","[(1,), (2,), (3,), (4,), (5,)]",0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,129661,1,4,4110,2,2,4.0,4110.0,1.0,2916.5,4110,0.0,4.0,4110.0,2.0,2.0,1.0,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,249,68,39,12,5,4,4,1,20.0,6,0.5148017406463623
data/db_music.sqlite,albums,BASIC,"From the `albums` table (T1), extract the day from the `release_date (dd-mm-yyyy)` column, aliasing it as `release_day`. Select only the distinct day values. Sort these unique days in ascending order and return the top 5.",gemini-2.5-pro,"[[1], [2], [3], [4], [5]]","[(1,), (2,), (3,), (4,), (5,)]",0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,129656,1,4,4110,2,2,4.0,4110.0,1.0,2916.5,4110,0.0,4.0,4110.0,2.0,2.0,1.0,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,221,63,33,9,5,4,3,1,18.0,5,0.5227490663528442
data/db_music.sqlite,artists,BASIC,"From the `artists` table (T1), for each artist, extract the first name from the `name` column and assign the result to the alias `fname`. Sort the results alphabetically by `fname` in ascending order and return the top 5 names.",gemini-2.5-pro,[],"[('""XY""',), ('$OHO',), ('$uicideboy$',), ('&ME',), ('(G)I-DLE',)]",0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45788,1,3,2000,1,2,3.0,2000.0,0.5,1692.0,2000,0.0856666666666666,3.0,2000.0,1.0,2.0,0.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,227,57,37,12,4,3,3,0,26.5,4,0.4822536706924438
data/db_music.sqlite,artists,BASIC,"From the `artists` table (T1), extract the last name from the `name` column and call it `lname`. Sort the results in reverse alphabetical order (descending) by `lname` and return the top 5 last names.",gemini-2.5-pro,"[['ýýýýýýýýýýýýýýýýýýýýýýýýýý'], ['ýýýýýýýýýýýýýýýýýýýýýýýý'], ['ýýýýýýýýýýýýýýýýýýýýý'], ['ýýýýýýýýýýýýýýýýýýýýý'], ['ýýýýýýýýýýýýýýýýýý']]","[('ýýýýýýýýýýýýýýýýýýýýýýýýýýý',), ('ýýýýýýýýýýýýýýýýýýýýý',), ('ýýýýýýýýýýýýýýýýýýýýý',), ('ýýýýýýýýýýýýýýý',), ('ýýýýýýýýýýýýýý',)]",0,,0.0,0.25,0.25,0.0,1.0,0.25,1.0,45783,1,3,2000,1,2,3.0,2000.0,0.5,1692.0,2000,0.0856666666666666,3.0,2000.0,1.0,2.0,0.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,200,53,32,10,4,5,2,0,24.5,3,0.4731966257095337
data/db_music.sqlite,tracks,BASIC,"For each track in the `tracks` table (T1), calculate the length (number of characters) of the `title` column and assign the result to the alias `title_len`. Sort these lengths in descending order and return the 5 largest ones.",gemini-2.5-pro,"[[130], [129], [114], [108], [108]]","[(114,), (99,), (93,), (91,), (83,)]",0,,0.0,0.25,0.2,0.0,1.0,0.2,1.0,303745,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,226,54,35,13,4,1,2,0,25.5,3,0.5182023644447327
data/db_music.sqlite,tracks,BASIC,"From the `tracks` table (T1), convert the text in the `title` column to uppercase and assign the result to the alias `upper_title`. Sort the results alphabetically in ascending order and return the top 5 uppercase titles.",gemini-2.5-pro,"[['""SLUT!"" (TAYLOR\'S VERSION) (FROM THE VAULT)'], ['#BROOKLYNBLOODPOP!'], [""'TIL YOU CAN'T""], ['(IT GOES LIKE) NANANA - EDIT'], ['...AND TO THOSE I LOVE, THANKS FOR STICKING AROUND']]","[('""SLUT!"" (TAYLOR\'S VERSION) (FROM THE VAULT)',), ('""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý',), ('#BROOKLYNBLOODPOP!',), (""'TIL YOU CAN'T"",), (""'TILL I COLLAPSE"",)]",0,,0.0,0.6,0.6,0.0,1.0,0.6,1.0,303742,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,221,53,33,11,5,2,2,1,23.5,4,0.5475400686264038
data/db_music.sqlite,tracks,BASIC,"From the `tracks` table (T1), consider only rows where `isrc` is not null. Convert the value of the `isrc` column to lowercase, aliasing it as `isrc_lower`. Sort the results alphabetically and return the top 5.",gemini-2.5-pro,"[[261, 'Yummy Fruits and Vegetables', 'AEA0D2036458', 246, 259.0, 66.9, 2300838.0, 1205342.0, 1690.0, 0, 'aea0d2036458'], [1064, 'Bel Bont El3areedh', 'AEA142213346', 983, 1062.0, 46.8, 28310887.0, 16119.0, 13092462.0, 0, 'aea142213346'], [3705, 'Eyvah Neye Yarar', 'AEA2D2300061', 3325, 3698.0, 22.3, 64436422.0, 49444498.0, 40.0, 0, 'aea2d2300061'], [3368, 'Kafamï¿½ï¿½n ï', 'AEA2M2372391', 3021, 3367.0, 22.5, 10927692.0, 42721115.0, 120287.0, 0, 'aea2m2372391'], [3867, 'MR. OCTOBER', 'AEA2M2372402', 3442, 3843.0, 21.8, 52953313.0, 65628638.0, 242500.0, 1, 'aea2m2372402']]","[('aea0d2036458',), ('aea0q2102685',), ('aea0q2376389',), ('aea142213346',), ('aea2d2300315',)]",0,,0.0,0.038,0.4,0.0,1.0,0.0,1.0,303749,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,210,59,32,9,5,2,3,3,16.666666666666668,3,0.4651826620101928
data/db_music.sqlite,tracks,BASIC,"From the `tracks` table (T1), calculate the average value of the `spotify_popularity` column across all rows. Return this single value with the alias `avg_popularity`.",gemini-2.5-pro,[[63.83416410499021]],"[(63.50158061116965,)]",0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,303731,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,167,42,21,9,2,2,1,0,17.5,2,0.7362992167472839
data/db_music.sqlite,tracks,BASIC,Calculate the total sum of all values in the `spotify_streams` column of the `tracks` table (T1). Return the result as `total_streams`.,gemini-2.5-pro,[],"[(2007426881265,)]",0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303725,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,135,37,18,8,2,1,0,0,15.5,2,0.7723686099052429
data/db_music.sqlite,tracks,BASIC,Find the maximum value in the `youtube_views` column within the `tracks` table (T1). Return this highest value with the alias `max_views`.,gemini-2.5-pro,[[16322756555.0]],"[(16322756555,)]",0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,303725,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,138,36,18,6,2,3,0,0,15.5,0,0.6725281476974487
data/db_music.sqlite,tracks,BASIC,"Identify the minimum value in the `track_score` column of the `tracks` table (T1). Return this lowest value, naming it `min_score`.",gemini-2.5-pro,[[19.4]],"[(19.4,)]",0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,303725,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,131,36,17,5,3,2,0,1,15.5,0,0.6189900636672974
data/db_music.sqlite,tracks,BASIC,Count the total number of rows in the `tracks` table (T1) and return this count with the alias `total_tracks`.,gemini-2.5-pro,[[4600]],"[(4600,)]",0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,303720,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,110,29,17,6,2,1,1,0,26.0,1,0.6802912950515747
data/db_music.sqlite,albums,BASIC,"From the `albums` table (T1), count the number of unique (distinct) values present in the `artist_id` column. Return this count as `distinct_artists`.",gemini-2.5-pro,[],"[(2000,)]",0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129639,1,4,4110,2,2,4.0,4110.0,1.0,2916.5,4110,0.0,4.0,4110.0,2.0,2.0,1.0,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,150,40,19,6,2,3,1,0,17.5,2,0.7274383306503296
data/db_music.sqlite,tracks,BASIC,"Join `tracks` (T1) and `albums` (T2) on `album_id`. For each track, extract the release year from the album's date and call it `rel_year`. Group the rows by `rel_year`. For each group (year), count the number of tracks. Finally, order the groups by year in ascending order.",gemini-2.5-pro,[],"[(1987, 1), (1991, 1), (1994, 1), (1998, 1), (1999, 1), (2000, 2), (2001, 1), (2002, 5), (2003, 3), (2004, 5), (2005, 5), (2006, 3), (2007, 5), (2008, 11), (2009, 15), (2010, 27), (2011, 51), (2012, 47), (2013, 55), (2014, 70), (2015, 96), (2016, 123), (2017, 212), (2018, 251), (2019, 296), (2020, 359), (2021, 407), (2022, 693), (2023, 1159), (2024, 694)]",0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303765,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,273,82,41,15,7,0,5,0,14.2,4,0.6180874109268188
data/db_music.sqlite,tracks,BASIC,"Join the `tracks` and `albums` tables on `album_id`. Extract the month from the album's release date and call it `rel_month`. Group the rows by `rel_month`. For each month, calculate the total sum of `spotify_streams`. Order the results by total streams in ascending order. and return only 'rel_month' and 'tot_stream' columns.",gemini-2.5-pro,[],"[(12, 102236996021), (2, 131273716949), (9, 139950277616), (8, 142668008256), (4, 146042993752), (6, 148363250515), (7, 150451871115), (10, 164785117813), (3, 165513557976), (11, 173797710535), (5, 177929252176), (1, 364414128541)]",0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303769,1,11,4600,9,2,11.0,4600.0,4.5,3204.181818181818,4600,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,327,92,44,17,7,2,3,0,12.333333333333334,6,0.6579179167747498
data/db_music.sqlite,artists,BASIC,"From the `artists` table (T1), for each name in the `name` column, extract the first 3 characters and assign the result to the alias `name_prefix`. Order these prefixes in ascending alphabetical order and return the top 5.",gemini-2.5-pro,"[['$OH'], ['$ui'], ['*NS'], ['.di'], ['10C']]","[('""XY',), ('$OH',), ('$ui',), ('&ME',), ('(G)',)]",0,,0.0,0.4,0.4,0.0,1.0,0.4,1.0,45785,1,3,2000,1,2,3.0,2000.0,0.5,1692.0,2000,0.0856666666666666,3.0,2000.0,1.0,2.0,0.5,0,0,,0.0,False,False,False,False,False,False,False,False,False,False,222,54,33,10,5,4,4,0,24.5,3,0.5443068146705627
