db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,note,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
data/categorical_simple_eng.sqlite,animals,ORDERBY-ADVANCED,"Compute the sum of the columns Average lifespan, Average weight (kg) for each row in `animals`. Sort all rows in ascending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Seahorse', 'Fish', 'Coral reefs', 3, 0.05, 3.05], ['Panther chameleon', 'Reptile', 'Madagascar forests', 6, 0.2, 6.2], ['Macaw parrot', 'Bird', 'Rainforests', 70, 1.2, 71.2], ['Peregrine falcon', 'Bird', 'Cliffs and urban areas', 12.5, 1, 13.5], ['Wandering albatross', 'Bird', 'Oceans', 55, 11, 66]]",SELECT * FROM `animals` ORDER BY `Average lifespan` + `Average weight (kg)` ASC LIMIT 5,0,,0.0,0.464,0.591,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-ADVANCED,"Compute the sum of the columns Average lifespan, Average weight (kg) for each row in `animals`. Sort all rows in descending order by this sum and return the first 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Blue whale', 'Mammal', 'Oceans', 85, 140000.0, 140085.0], ['African elephant', 'Mammal', 'African savannas', 70, 6000.0, 6070.0], ['Giant tortoise', 'Reptile', 'Galápagos Islands', 150, 250.0, 400.0], ['White rhinoceros', 'Mammal', 'African savannas', 50, 2400.0, 2450.0], ['Hippopotamus', 'Mammal', 'African rivers', 50, 1500.0, 1550.0]]",SELECT * FROM `animals` ORDER BY `Average lifespan` + `Average weight (kg)` DESC LIMIT 5,0,,0.0,0.56,0.7,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Name` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African Elephant'], ['Cheetah'], ['Emperor Penguin'], ['Golden Eagle'], ['Nile Crocodile']]",SELECT `Name` FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Name` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Whale'], ['Wombat'], ['Wallaby'], ['Tiger'], ['Sloth']]",SELECT `Name` FROM `animals` ORDER BY `Name` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Class` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Aves'], ['Mammalia'], ['Pisces'], ['Reptilia'], ['Aves']]",SELECT `Class` FROM `animals` ORDER BY `Class` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Class` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Reptilia'], ['Pisces'], ['Mammalia'], ['Aves'], ['Reptilia']]",SELECT `Class` FROM `animals` ORDER BY `Class` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Habitat` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Antarctic Coast'], ['Arctic Sea Ice and Tundra'], ['Coral Reef and Seagrass Bed'], ['Forest'], ['Forest']]",SELECT `Habitat` FROM `animals` ORDER BY `Habitat` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Habitat` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Savanna/Grassland'], ['Savanna/Forest'], ['Rivers/Wetlands'], ['Mountains/Forest'], ['Antarctic']]",SELECT `Habitat` FROM `animals` ORDER BY `Habitat` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average lifespan` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[14], [20], [25], [65], [75]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` ASC LIMIT 5,0,,0.0,0.2,0.2,0.0,1.0,0.2,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average lifespan` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[115], [85], [70], [65], [45]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` DESC LIMIT 5,1,,0.0,0.2,0.333,0.0,1.0,0.0,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average weight (kg)` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[0.05], [0.2], [0.33], [0.85], [4]]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` ASC LIMIT 5,0,,0.0,0.4,0.4,0.0,1.0,0.4,1.0
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average weight (kg)` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Blue whale', 150000], ['African elephant', 6000], ['White rhinoceros', 2800], ['Hippopotamus', 2000], ['Giraffe', 1200]]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` DESC LIMIT 5,0,,0.0,0.2,0.4,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Name ordered in ascending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Cheetah'], ['Crocodile'], ['Eagle'], ['Elephant'], ['Penguin']]",SELECT `Name` FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Name ordered in descending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Whale'], ['Elephant'], ['Hippopotamus'], ['Giraffe'], ['Penguin']]",SELECT `Name` FROM `animals` ORDER BY `Name` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Class ordered in ascending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African elephant', 'Mammal', 'African savannas', 70, 6000.0], ['Lion', 'Mammal', 'Savannas', 14, 190.0], ['Nile crocodile', 'Reptile', 'Rivers and lakes', 70, 500.0], ['Golden eagle', 'Bird', 'Mountains', 25, 6.0], ['Emperor penguin', 'Bird', 'Antarctica', 20, 30.0]]",SELECT `Class` FROM `animals` ORDER BY `Class` ASC LIMIT 5,0,,0.0,0.045,1.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Class ordered in descending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Nile crocodile', 'Reptilia'], ['Giant tortoise', 'Reptilia'], ['King cobra', 'Reptilia'], ['Reticulated python', 'Reptilia'], ['Panther chameleon', 'Reptilia']]",SELECT `Class` FROM `animals` ORDER BY `Class` DESC LIMIT 5,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Habitat ordered in ascending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Polar bear', 'Arctic'], ['Blue whale', 'Arctic/Antarctica'], ['Red kangaroo', 'Australia'], ['Monk seal', 'Atlantic Ocean'], ['Red kangaroo', 'Australia']]",SELECT `Habitat` FROM `animals` ORDER BY `Habitat` ASC LIMIT 5,0,,0.0,0.125,0.25,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Habitat ordered in descending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African elephant', 'Mammal', 'Savanna', 70, 6000.0], ['Lion', 'Mammal', 'Savanna', 14, 190.0], ['Nile crocodile', 'Reptile', 'Freshwater', 70, 500.0], ['Golden eagle', 'Bird', 'Mountainous', 25, 6.0], ['Emperor penguin', 'Bird', 'Antarctic', 20, 30.0]]",SELECT `Habitat` FROM `animals` ORDER BY `Habitat` DESC LIMIT 5,2,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Average lifespan ordered in ascending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Seahorse', 1], ['Panther chameleon', 5], ['Macaw parrot', 6], ['Peregrine falcon', 12], ['Golden eagle', 20]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` ASC LIMIT 5,0,,0.0,0.2,0.4,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Average lifespan ordered in descending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Giant tortoise', 'Reptile', 'Galápagos Islands', 150, 250.0], ['Nile crocodile', 'Reptile', 'Rivers and lakes', 100, 500.0], ['Great white shark', 'Fish', 'Oceans', 100, 1100.0], ['Blue whale', 'Mammal', 'Oceans', 90, 140000.0], ['African elephant', 'Mammal', 'African savannas', 70, 6000.0]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` DESC LIMIT 5,0,,0.0,0.143,1.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Average weight (kg) ordered in ascending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Panther chameleon', 5], ['Seahorse', 4], ['Peregrine falcon', 15], ['King cobra', 20], ['Golden eagle', 25]]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Average weight (kg) ordered in descending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Blue whale', 50000], ['African elephant', 5000], ['White rhinoceros', 3600], ['Hippopotamus', 3200], ['Giraffe', 1200]]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` DESC LIMIT 5,0,,0.0,0.1,0.2,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Country of production` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Golf VIII', 'Volkswagen', 2021, 'Sedan', 130, 5.1, 'Germany'], ['Panda', 'Fiat', 2020, 'City car', 69, 4.9, 'Italy'], ['Model 3', 'Tesla', 2022, 'Sedan', 283, 0.0, 'USA'], ['Qashqai', 'Nissan', 2021, 'SUV', 140, 6.2, 'Japan'], ['208', 'Peugeot', 2022, 'Hatchback', 100, 4.5, 'France']]",SELECT * FROM `cars` ORDER BY `Country of production` ASC LIMIT 5,0,,0.0,0.5,0.571,0.0,1.0,0.4,0.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Country of production` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['XC60', 'Volvo', 2022, 'SUV', 250, 7.1, 'Sweden'], ['Leon', 'SEAT', 2021, 'Hatchback', 130, 5.2, 'Spain'], ['Tucson', 'Hyundai', 2022, 'SUV', 150, 6.4, 'South Korea'], ['Sportage', 'Kia', 2023, 'SUV', 160, 6.3, 'South Korea'], ['Yaris Cross', 'Toyota', 2023, 'SUV', 116, 4.7, 'Japan']]",SELECT * FROM `cars` ORDER BY `Country of production` DESC LIMIT 5,0,,0.0,0.655,0.633,0.0,1.0,0.6,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Model` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['208', 'Peugeot', 2022, 'Hatchback', 100, 4.5, 'France'], ['500', 'Fiat', 2023, 'City car', 118, 0.0, 'Italy'], ['A1', 'Audi', 2022, 'Hatchback', 150, 5.7, 'Germany'], ['C3', 'Citroën', 2021, 'Hatchback', 90, 4.3, 'France'], ['Corsa', 'Opel', 2022, 'Hatchback', 100, 4.7, 'Germany']]",SELECT * FROM `cars` ORDER BY `Model` ASC LIMIT 5,0,,0.0,0.63,0.586,0.0,1.0,0.2,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Model` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Model S', 'Tesla', 2022, 'Sedan', 283, 0.0, 'USA'], ['Golf', 'Volkswagen', 2021, 'Hatchback', 130, 5.1, 'Germany'], ['Leaf', 'Nissan', 2021, 'SUV', 140, 6.2, 'United Kingdom'], ['Clio', 'Renault', 2021, 'Hatchback', 90, 4.3, 'France'], ['A4', 'Audi', 2022, 'Sedan', 150, 5.7, 'Germany']]",SELECT * FROM `cars` ORDER BY `Model` DESC LIMIT 5,0,,0.0,0.207,0.214,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Year` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Leon', 'SEAT', 2012, 'Hatchback', 130, 5.2, 'Spain'], ['Panda', 'Fiat', 2012, 'City car', 69, 4.9, 'Italy'], ['Talisman', 'Renault', 2015, 'Sedan', 160, 5.5, 'France'], ['Sportage', 'Kia', 2016, 'SUV', 160, 6.3, 'South Korea'], ['Giulia', 'Alfa Romeo', 2016, 'Sedan', 200, 6.0, 'Italy']]",SELECT * FROM `cars` ORDER BY `Year` ASC LIMIT 5,0,,0.0,0.5,0.517,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Year` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Golf VIII', 'Volkswagen', 2020, 'Sedan', 130, 5.1, 'Germany'], ['Model 3', 'Tesla', 2017, 'Sedan', 283, 0.0, 'USA'], ['Qashqai', 'Nissan', 2017, 'SUV', 140, 6.2, 'United Kingdom'], ['208', 'Peugeot', 2019, 'Hatchback', 100, 4.5, 'France'], ['Yaris Cross', 'Toyota', 2021, 'SUV', 116, 4.7, 'Japan']]",SELECT * FROM `cars` ORDER BY `Year` DESC LIMIT 5,0,,0.0,0.406,0.464,0.0,1.0,0.0,0.5
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Horsepower` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Panda', 'Fiat', 2020, 'City car', 70, 4.9, 'Italy'], ['Aygo X', 'Toyota', 2022, 'City car', 72, 4.8, 'Czech Republic'], ['Corsa', 'Opel', 2022, 'Hatchback', 75, 4.7, 'Germany'], ['Clio V', 'Renault', 2021, 'Hatchback', 90, 4.3, 'France'], ['Sandero', 'Dacia', 2021, 'Hatchback', 90, 5.0, 'Romania']]",SELECT * FROM `cars` ORDER BY `Horsepower` ASC LIMIT 5,0,,0.0,0.828,0.857,0.0,1.0,0.6,1.0
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Horsepower` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Model 3', 'Tesla', 2022, 'Sedan', 358, 0.0, 'USA'], ['XC60', 'Volvo', 2022, 'SUV', 200, 7.1, 'Sweden'], ['A4', 'Audi', 2022, 'Sedan', 190, 5.7, 'Germany'], ['Golf VIII', 'Volkswagen', 2021, 'Sedan', 145, 5.1, 'Germany'], ['CX-5', 'Mazda', 2021, 'SUV', 165, 6.8, 'Japan']]",SELECT * FROM `cars` ORDER BY `Horsepower` DESC LIMIT 5,0,,0.0,0.571,0.552,0.0,1.0,0.0,0.5
