db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,execution_type,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order,num_tables,total_columns,total_rows,total_numeric_columns,total_categorical_columns,avg_columns_per_table,avg_rows_per_table,avg_numeric_categorical_ratio,avg_unique_vals,max_unique_vals,avg_data_sparsity,num_columns,num_rows,num_numeric_columns,num_categorical_columns,numeric_categorical_ratio,num_selected_columns,num_order_columns,syntax_complexity,has_where,has_group_by,has_having,has_order_by,has_limit,has_distinct,has_join,has_subquery,has_union,has_aggregation,query_complexity,text_length,num_tokens,num_words,num_nouns,num_verbs,num_adjectives,num_entities,num_clauses,avg_sentence_length,keyword_score,semantic_complexity,token_prompt_count
data/db_complete_cut_300.sqlite,mobiles,ORDERBY,"Compute the sum of the columns Company Name, Screen Size, Launched Price (China) for each row in `mobiles`. Sort all rows in ascending order by this sum and return the first 5 rows.",gemini-2.5-pro,"[['Apple', 'iPhone 15 128GB', '171g', '6GB', '12MP', '48MP', 'A16 Bionic', '3,200mAh', '6.1 inches', 'PKR 204,999', 'INR 74,999', 'CNY 5,299', 'USD 799', 'AED 2,699', '2023'], ['Apple', 'iPhone 15 256GB', '171g', '6GB', '12MP', '48MP', 'A16 Bionic', '3,200mAh', '6.1 inches', 'PKR 214,999', 'INR 79,999', 'CNY 5,599', 'USD 849', 'AED 2,999', '2023'], ['Apple', 'iPhone 15 Plus 128GB', '203g', '6GB', '12MP', '48MP', 'A16 Bionic', '4,300mAh', '6.7 inches', 'PKR 234,999', 'INR 84,999', 'CNY 5,699', 'USD 899', 'AED 3,199', '2023'], ['Apple', 'iPhone 16 128GB', '174g', '6GB', '12MP', '48MP', 'A17 Bionic', '3,600mAh', '6.1 inches', 'PKR 224,999', 'INR 79,999', 'CNY 5,799', 'USD 799', 'AED 2,799', '2024'], ['Apple', 'iPhone 15 512GB', '171g', '6GB', '12MP', '48MP', 'A16 Bionic', '3,200mAh', '6.1 inches', 'PKR 224,999', 'INR 89,999', 'CNY 5,999', 'USD 949', 'AED 3,199', '2023']]",SELECT * FROM `mobiles` ORDER BY `Company Name` + `Screen Size` + `Launched Price (China)` ASC LIMIT 5,0,,0.0,0.524,0.489,0.0,1.0,0.2,1.0,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,15.0,7.0,20.8,False,False,False,True,True,False,False,False,False,False,0.3346084583361944,181.0,41.0,32.0,8.0,2.0,1.0,5.0,0.0,20.5,4.0,0.1293781250715255,3102
data/db_complete_cut_300.sqlite,mobiles,ORDERBY,"Compute the sum of the columns Company Name, Screen Size, Launched Price (China) for each row in `mobiles`. Sort all rows in descending order by this sum and return the first 5 rows.",gemini-2.5-pro,"[['Apple', 'iPhone 16 Pro Max 512GB', '221g', '8GB', '12MP / 4K', '48MP + 12MP', 'A17 Pro', '4,500mAh', '6.7 inches', 'PKR 344,999', 'INR 124,999', 'CNY 8,199', 'USD 1,299', 'AED 4,199', '2024'], ['Apple', 'iPhone 16 Pro Max 256GB', '221g', '8GB', '12MP / 4K', '48MP + 12MP', 'A17 Pro', '4,500mAh', '6.7 inches', 'PKR 324,999', 'INR 114,999', 'CNY 7,799', 'USD 1,199', 'AED 3,999', '2024'], ['Apple', 'iPhone 16 Pro Max 128GB', '221g', '6GB', '12MP / 4K', '48MP + 12MP', 'A17 Pro', '4,500mAh', '6.7 inches', 'PKR 314,999', 'INR 109,999', 'CNY 7,499', 'USD 1,099', 'AED 3,799', '2024'], ['Apple', 'iPhone 16 Pro 512GB', '206g', '8GB', '12MP / 4K', '50MP + 12MP', 'A17 Pro', '4,400mAh', '6.1 inches', 'PKR 314,999', 'INR 114,999', 'CNY 7,499', 'USD 1,099', 'AED 3,899', '2024'], ['Apple', 'iPhone 15 Pro 256GB', '206g', '8GB', '12MP / 4K', '48MP + 12MP', 'A16 Bionic', '4,400mAh', '6.1 inches', 'PKR 284,999', 'INR 109,999', 'CNY 7,299', 'USD 1,199', 'AED 3,799', '2023']]",SELECT * FROM `mobiles` ORDER BY `Company Name` + `Screen Size` + `Launched Price (China)` DESC LIMIT 5,0,,0.0,0.564,0.489,0.0,1.0,0.4,0.0,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,15.0,7.0,20.8,False,False,False,True,True,False,False,False,False,False,0.3395689703543981,182.0,41.0,32.0,7.0,3.0,1.0,5.0,0.0,20.5,4.0,0.1258909255266189,3102
data/db_complete_cut_300.sqlite,mobiles,ORDERBY,"Compute the sum of the columns Screen Size, Launched Price (Dubai), Launched Year for each row in `mobiles`. Sort all rows in ascending order by this sum and return the first 5 rows.",gemini-2.5-pro,"[['Apple', 'iPhone 15 128GB', '171g', '6GB', '12MP', '48MP', 'A16 Bionic', '3,200mAh', '6.1""', 'PKR 204,999', 'INR 74,999', 'CNY 5,299', 'USD 799', 'AED 2,699', '2023'], ['Apple', 'iPhone 16 128GB', '174g', '6GB', '12MP', '48MP', 'A17 Bionic', '3,600mAh', '6.1""', 'PKR 224,999', 'INR 79,999', 'CNY 5,799', 'USD 799', 'AED 2,799', '2024'], ['Apple', 'iPhone 15 256GB', '171g', '6GB', '12MP', '48MP', 'A16 Bionic', '3,200mAh', '6.1""', 'PKR 214,999', 'INR 79,999', 'CNY 5,599', 'USD 849', 'AED 2,999', '2023'], ['Apple', 'iPhone 16 256GB', '174g', '6GB', '12MP', '48MP', 'A17 Bionic', '3,600mAh', '6.1""', 'PKR 234,999', 'INR 84,999', 'CNY 6,099', 'USD 849', 'AED 2,999', '2024'], ['Apple', 'iPhone 15 512GB', '171g', '6GB', '12MP', '48MP', 'A16 Bionic', '3,200mAh', '6.1""', 'PKR 224,999', 'INR 89,999', 'CNY 5,999', 'USD 949', 'AED 3,199', '2023']]",SELECT * FROM `mobiles` ORDER BY `Screen Size` + `Launched Price (Dubai)` + `Launched Year` ASC LIMIT 5,0,,0.0,0.684,0.591,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,15.0,7.0,20.8,False,False,False,True,True,False,False,False,False,False,0.3352476562579473,182.0,41.0,32.0,8.0,2.0,1.0,5.0,0.0,20.5,4.0,0.1428580731153488,3103
data/db_complete_cut_300.sqlite,mobiles,ORDERBY,"Compute the sum of the columns Screen Size, Launched Price (Dubai), Launched Year for each row in `mobiles`. Sort all rows in descending order by this sum and return the first 5 rows.",gemini-2.5-pro,"[['Apple', 'iPhone 16 Pro Max 512GB', '221g', '8GB', '12MP / 4K', '48MP + 12MP', 'A17 Pro', '4,500mAh', '6.7 inches', 'PKR 344,999', 'INR 124,999', 'CNY 8,199', 'USD 1,299', 'AED 4,199', '2024'], ['Apple', 'iPhone 16 Pro Max 256GB', '221g', '8GB', '12MP / 4K', '48MP + 12MP', 'A17 Pro', '4,500mAh', '6.7 inches', 'PKR 324,999', 'INR 114,999', 'CNY 7,799', 'USD 1,199', 'AED 3,999', '2024'], ['Apple', 'iPhone 16 Pro 512GB', '206g', '8GB', '12MP / 4K', '50MP + 12MP', 'A17 Pro', '4,400mAh', '6.1 inches', 'PKR 314,999', 'INR 114,999', 'CNY 7,499', 'USD 1,099', 'AED 3,899', '2024'], ['Apple', 'iPhone 16 Pro Max 128GB', '221g', '6GB', '12MP / 4K', '48MP + 12MP', 'A17 Pro', '4,500mAh', '6.7 inches', 'PKR 314,999', 'INR 109,999', 'CNY 7,499', 'USD 1,099', 'AED 3,799', '2024'], ['Apple', 'iPhone 15 Pro 256GB', '206g', '8GB', '12MP / 4K', '48MP + 12MP', 'A16 Bionic', '4,400mAh', '6.1 inches', 'PKR 284,999', 'INR 109,999', 'CNY 7,299', 'USD 1,199', 'AED 3,799', '2023']]",SELECT * FROM `mobiles` ORDER BY `Screen Size` + `Launched Price (Dubai)` + `Launched Year` DESC LIMIT 5,0,,0.0,0.564,0.489,0.0,1.0,0.4,0.0,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,15.0,7.0,20.8,False,False,False,True,True,False,False,False,False,False,0.3401922550280889,183.0,41.0,32.0,7.0,3.0,1.0,5.0,0.0,20.5,4.0,0.1389730423688888,3103
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `RAM` from `mobiles`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['6GB'], ['6GB'], ['6GB'], ['6GB'], ['6GB']]",SELECT `RAM` FROM `mobiles` ORDER BY `RAM` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.215256628704071,102.0,24.0,17.0,4.0,4.0,1.0,3.0,0.0,12.0,2.0,0.0764157176017761,3084
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `RAM` from `mobiles`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[['8GB'], ['8GB'], ['8GB'], ['8GB'], ['8GB']]",SELECT `RAM` FROM `mobiles` ORDER BY `RAM` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2154801000237465,103.0,24.0,17.0,4.0,4.0,1.0,3.0,0.0,12.0,2.0,0.0795025005936622,3084
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Launched Price (Dubai)` from `mobiles`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['AED 3,399'], ['AED 3,399'], ['AED 3,699'], ['AED 3,699'], ['AED 3,849']]",SELECT `Launched Price (Dubai)` FROM `mobiles` ORDER BY `Launched Price (Dubai)` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,3.0,12.8,False,False,False,True,True,False,False,False,False,False,0.234864281074206,121.0,28.0,19.0,4.0,4.0,1.0,3.0,0.0,14.0,2.0,0.0524403601884841,3089
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Launched Price (Dubai)` from `mobiles`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[['AED 5,099'], ['AED 4,699'], ['AED 4,699'], ['AED 4,299'], ['AED 4,299']]",SELECT `Launched Price (Dubai)` FROM `mobiles` ORDER BY `Launched Price (Dubai)` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,3.0,12.8,False,False,False,True,True,False,False,False,False,False,0.2350366563121477,122.0,28.0,19.0,4.0,4.0,1.0,3.0,0.0,14.0,2.0,0.0542497411370277,3089
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Launched Price (India)` from `mobiles`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['INR 79,900'], ['INR 79,900'], ['INR 84,900'], ['INR 84,900'], ['INR 89,900']]",SELECT `Launched Price (India)` FROM `mobiles` ORDER BY `Launched Price (India)` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,3.0,12.8,False,False,False,True,True,False,False,False,False,False,0.2350454806844393,121.0,28.0,19.0,4.0,4.0,1.0,3.0,0.0,14.0,2.0,0.0569703504443168,3088
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Launched Price (India)` from `mobiles`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[['INR 129,900'], ['INR 119,900'], ['INR 119,900'], ['INR 109,900'], ['INR 109,900']]",SELECT `Launched Price (India)` FROM `mobiles` ORDER BY `Launched Price (India)` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,3.0,12.8,False,False,False,True,True,False,False,False,False,False,0.2352219489733378,122.0,28.0,19.0,4.0,4.0,1.0,3.0,0.0,14.0,2.0,0.0588820576667785,3088
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Battery Capacity` from `mobiles`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['3274 mAh'], ['3274 mAh'], ['3349 mAh'], ['3349 mAh'], ['3349 mAh']]",SELECT `Battery Capacity` FROM `mobiles` ORDER BY `Battery Capacity` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,2.0,12.1,False,False,False,True,True,False,False,False,False,False,0.2205885750452677,115.0,25.0,18.0,4.0,4.0,1.0,2.0,0.0,12.5,2.0,0.0605477094650268,3085
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Battery Capacity` from `mobiles`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[['4676 mAh'], ['4676 mAh'], ['4676 mAh'], ['4383 mAh'], ['4383 mAh']]",SELECT `Battery Capacity` FROM `mobiles` ORDER BY `Battery Capacity` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,2.0,12.1,False,False,False,True,True,False,False,False,False,False,0.220811275378863,116.0,25.0,18.0,4.0,4.0,1.0,2.0,0.0,12.5,2.0,0.0636152178049087,3085
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Model Name` from `mobiles`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['iPhone 15'], ['iPhone 15'], ['iPhone 15'], ['iPhone 15 Plus'], ['iPhone 15 Plus']]",SELECT `Model Name` FROM `mobiles` ORDER BY `Model Name` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,2.0,12.1,False,False,False,True,True,False,False,False,False,False,0.2237128329912821,109.0,25.0,18.0,4.0,4.0,1.0,3.0,0.0,12.5,2.0,0.1536541581153869,3085
data/db_complete_cut_300.sqlite,mobiles,BASIC,Select only the column `Model Name` from `mobiles`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[['iPhone 16 Plus'], ['iPhone 16 Plus'], ['iPhone 16 Plus'], ['iPhone 16'], ['iPhone 16']]",SELECT `Model Name` FROM `mobiles` ORDER BY `Model Name` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,15.0,20.0,0.0,15.0,15.0,20.0,0.0,7.066666666666666,20.0,0.0,15.0,20.0,0.0,15.0,0.0,1.0,2.0,12.1,False,False,False,True,True,False,False,False,False,False,0.2238469947973887,110.0,25.0,18.0,4.0,4.0,1.0,3.0,0.0,12.5,2.0,0.1545082032680511,3085
data/db_complete_cut_300.sqlite,olympic_games,BASIC,"List the top 5 rows from the table `olympic_games`, sorted by the column `city` in ascending order.",gemini-2.5-pro,"[[0, 1896, 'Athens'], [3, 2004, 'Athens'], [4, 2008, 'Beijing'], [5, 2012, 'London'], [1, 1900, 'Paris']]",SELECT * FROM `olympic_games` ORDER BY `city` ASC LIMIT 5,0,,0.0,0.714,0.714,0.0,1.0,0.0,0.5,1.0,3.0,6.0,2.0,1.0,3.0,6.0,2.0,5.666666666666667,6.0,0.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,12.8,False,False,False,True,True,False,False,False,False,False,0.2651799046436945,99.0,23.0,15.0,6.0,3.0,1.0,1.0,0.0,23.0,3.0,0.1153309494256973,477
data/db_complete_cut_300.sqlite,olympic_games,BASIC,"List the top 5 rows from the table `olympic_games`, sorted by the column `city` in descending order.",gemini-2.5-pro,"[[2, 1904, 'St. Louis'], [1, 1900, 'Paris'], [5, 2012, 'London'], [4, 2008, 'Beijing'], [0, 1896, 'Athens']]",SELECT * FROM `olympic_games` ORDER BY `city` DESC LIMIT 5,0,,0.0,0.667,0.667,0.0,1.0,0.0,0.5,1.0,3.0,6.0,2.0,1.0,3.0,6.0,2.0,5.666666666666667,6.0,0.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,12.8,False,False,False,True,True,False,False,False,False,False,0.2653866216937701,100.0,23.0,15.0,6.0,3.0,1.0,1.0,0.0,23.0,3.0,0.1179988756775856,477
data/db_complete_cut_300.sqlite,olympic_games,BASIC,Select only the column `city` from `olympic_games`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['Athens'], ['Athens'], ['Beijing'], ['London'], ['Paris']]",SELECT `city` FROM `olympic_games` ORDER BY `city` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,3.0,6.0,2.0,1.0,3.0,6.0,2.0,5.666666666666667,6.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2240361587047577,109.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.1534039676189422,478
data/db_complete_cut_300.sqlite,olympic_games,BASIC,Select only the column `city` from `olympic_games`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[['St. Louis'], ['Paris'], ['London'], ['Beijing'], ['Athens']]",SELECT `city` FROM `olympic_games` ORDER BY `city` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,3.0,6.0,2.0,1.0,3.0,6.0,2.0,5.666666666666667,6.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.224165269613266,110.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.1541317403316497,478
data/db_complete_cut_300.sqlite,breast_cancer,BASIC,Select only the column `grade` from `breast_cancer`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[[3], [3], [3], [3], [3]]",SELECT `grade` FROM `breast_cancer` ORDER BY `grade` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,25.0,12.0,0.0,12.0,25.0,12.0,11.083333333333334,25.0,0.0,12.0,25.0,12.0,0.0,12.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2201228686928749,111.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0505717173218727,2046
data/db_complete_cut_300.sqlite,breast_cancer,BASIC,Select only the column `pgr` from `breast_cancer`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[[0], [0], [0], [0], [0]]",SELECT `pgr` FROM `breast_cancer` ORDER BY `pgr` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,25.0,12.0,0.0,12.0,25.0,12.0,11.083333333333334,25.0,0.0,12.0,25.0,12.0,0.0,12.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2197388023018837,108.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0484700575470924,2047
data/db_complete_cut_300.sqlite,breast_cancer,BASIC,Select only the column `pgr` from `breast_cancer`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[[80], [50], [36], [36], [13]]",SELECT `pgr` FROM `breast_cancer` ORDER BY `pgr` DESC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,12.0,25.0,12.0,0.0,12.0,25.0,12.0,11.083333333333334,25.0,0.0,12.0,25.0,12.0,0.0,12.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.219899562382698,109.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0499890595674514,2047
data/db_complete_cut_300.sqlite,breast_cancer,BASIC,Select only the column `meno` from `breast_cancer`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[[0], [0], [0], [0], [0]]",SELECT `meno` FROM `breast_cancer` ORDER BY `meno` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,25.0,12.0,0.0,12.0,25.0,12.0,11.083333333333334,25.0,0.0,12.0,25.0,12.0,0.0,12.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2194874335169792,109.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0396858379244804,2046
data/db_complete_cut_300.sqlite,breast_cancer,BASIC,Select only the column `meno` from `breast_cancer`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[[1], [1], [1], [1], [1]]",SELECT `meno` FROM `breast_cancer` ORDER BY `meno` DESC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,25.0,12.0,0.0,12.0,25.0,12.0,11.083333333333334,25.0,0.0,12.0,25.0,12.0,0.0,12.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2196509240865707,110.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0412731021642684,2046
data/db_complete_cut_300.sqlite,breast_cancer,BASIC,Select only the column `er` from `breast_cancer`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[[0], [0], [0], [0], [0]]",SELECT `er` FROM `breast_cancer` ORDER BY `er` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,25.0,12.0,0.0,12.0,25.0,12.0,11.083333333333334,25.0,0.0,12.0,25.0,12.0,0.0,12.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.214847547006607,107.0,24.0,16.0,4.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0536886751651763,2046
data/db_complete_cut_300.sqlite,fitness_trakers,BASIC,Select only the column `Brand Name` from `fitness_trakers`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[['Fitbit'], ['Fitbit'], ['Fitbit'], ['Fitbit'], ['Fitbit']]",SELECT `Brand Name` FROM `fitness_trakers` ORDER BY `Brand Name` ASC LIMIT 5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,11.0,27.0,2.0,9.0,11.0,27.0,0.2222222222222222,10.727272727272728,25.0,0.0841750841750841,11.0,27.0,2.0,9.0,0.2222222222222222,1.0,2.0,14.1,False,False,False,True,True,False,False,False,False,False,0.2253010448137919,117.0,25.0,17.0,4.0,4.0,1.0,2.0,0.0,12.5,2.0,0.1733594536781311,2449
data/db_complete_cut_300.sqlite,heart_attack,BASIC,"List the top 5 rows from the table `heart_attack`, sorted by the column `ca` in ascending order.",gemini-2.5-pro,"[[57, 1, 0, 140, 192, 0, 1, 148, 0, 0.4, 1, 0, 1, 1], [44, 1, 1, 120, 263, 0, 1, 173, 0, 0.0, 2, 0, 3, 1], [52, 1, 2, 172, 199, 1, 1, 162, 0, 0.5, 2, 0, 3, 1], [48, 0, 2, 130, 275, 0, 1, 139, 0, 0.2, 2, 0, 2, 1], [58, 0, 2, 120, 340, 0, 1, 172, 0, 0.0, 2, 0, 2, 1]]",SELECT * FROM `heart_attack` ORDER BY `ca` ASC LIMIT 5,0,,0.0,0.32,0.296,0.0,1.0,0.0,0.5,1.0,14.0,21.0,14.0,0.0,14.0,21.0,14.0,7.142857142857143,20.0,0.0,14.0,21.0,14.0,0.0,14.0,14.0,1.0,18.3,False,False,False,True,True,False,False,False,False,False,0.2519269680539767,96.0,23.0,15.0,4.0,3.0,1.0,1.0,0.0,23.0,3.0,0.0415075346827507,2113
data/db_complete_cut_300.sqlite,heart_attack,BASIC,"List the top 5 rows from the table `heart_attack`, sorted by the column `fbs` in ascending order.",gemini-2.5-pro,"[[63, 1, 3, 145, 233, 0, 0, 150, 0, 2.3, 0, 0, 1, 1], [37, 1, 2, 130, 250, 0, 1, 187, 0, 3.5, 0, 0, 2, 1], [41, 0, 1, 130, 204, 0, 0, 172, 0, 1.4, 2, 0, 2, 1], [56, 1, 1, 120, 236, 0, 1, 178, 0, 0.8, 2, 0, 2, 1], [57, 0, 0, 120, 354, 0, 1, 163, 1, 0.6, 2, 0, 2, 1]]",SELECT * FROM `heart_attack` ORDER BY `fbs` ASC LIMIT 5,0,,0.0,0.778,0.84,0.0,1.0,0.8,1.0,1.0,14.0,21.0,14.0,0.0,14.0,21.0,14.0,7.142857142857143,20.0,0.0,14.0,21.0,14.0,0.0,14.0,14.0,1.0,18.3,False,False,False,True,True,False,False,False,False,False,0.2579062140504519,97.0,23.0,15.0,5.0,3.0,1.0,1.0,0.0,23.0,3.0,0.0634886845946312,2114
data/db_complete_cut_300.sqlite,heart_attack,BASIC,Select only the column `restecg` from `heart_attack`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[[0], [0], [0], [0], [0]]",SELECT `restecg` FROM `heart_attack` ORDER BY `restecg` ASC LIMIT 5,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,21.0,14.0,0.0,14.0,21.0,14.0,7.142857142857143,20.0,0.0,14.0,21.0,14.0,0.0,14.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2201078015327453,111.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.050195038318634,2116
data/db_complete_cut_300.sqlite,heart_attack,BASIC,Select only the column `restecg` from `heart_attack`. Sort it in descending order and return the first 5 values.,gemini-2.5-pro,"[[2], [2], [2], [1], [1]]",SELECT `restecg` FROM `heart_attack` ORDER BY `restecg` DESC LIMIT 5,0,,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,14.0,21.0,14.0,0.0,14.0,21.0,14.0,7.142857142857143,20.0,0.0,14.0,21.0,14.0,0.0,14.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2202253494381904,112.0,24.0,16.0,5.0,4.0,1.0,2.0,0.0,12.0,2.0,0.0506337359547615,2116
data/db_complete_cut_300.sqlite,heart_attack,BASIC,Select only the column `thal` from `heart_attack`. Sort it in ascending order and return the first 5 values.,gemini-2.5-pro,"[[2], [2], [2], [2], [2]]",SELECT `thal` FROM `heart_attack` ORDER BY `thal` ASC LIMIT 5,0,,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,14.0,21.0,14.0,0.0,14.0,21.0,14.0,7.142857142857143,20.0,0.0,14.0,21.0,14.0,0.0,14.0,1.0,1.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2159890857219696,108.0,24.0,16.0,4.0,4.0,2.0,2.0,0.0,12.0,2.0,0.0797271430492401,2114
