db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,execution_type,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order,token_prompt_count,num_tables,total_columns,total_rows,total_numeric_columns,total_categorical_columns,avg_columns_per_table,avg_rows_per_table,avg_numeric_categorical_ratio,avg_unique_vals,max_unique_vals,avg_data_sparsity,num_columns,num_rows,num_numeric_columns,num_categorical_columns,numeric_categorical_ratio,num_selected_columns,num_order_columns,limit_value,syntax_complexity,has_where,has_group_by,has_having,has_order_by,has_limit,has_distinct,has_join,has_subquery,has_union,has_aggregation,text_length,num_tokens,num_words,num_nouns,num_verbs,num_adjectives,num_entities,num_clauses,avg_sentence_length,keyword_score,semantic_complexity,query_complexity
data/db_music.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `title`, sort it in ascending order, and return the top 5 rows.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Untitled'], ['Untitled'], ['Untitled'], ['Untitled'], ['Untitled']]",SELECT T1.`title` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`title` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,129636,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,1.0,2.0,5.0,6.3,False,False,False,True,True,False,True,False,False,False,130.0,36.0,20.0,6.0,5.0,1.0,2.0,1.0,34.0,4.0,0.4749165177345276,
data/db_music.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `title`, sort it in descending order, and return the top 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Unknown Album Title'], ['Unknown Album Title'], ['Unknown Album Title'], ['Unknown Album Title'], ['Unknown Album Title']]",SELECT T1.`title` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`title` DESC LIMIT 5,0,,0.0,0,0,0,0,0,0,129636,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,1.0,2.0,5.0,6.3,False,False,False,True,True,False,True,False,False,False,131.0,36.0,20.0,6.0,5.0,1.0,2.0,1.0,34.0,4.0,0.4758759140968323,
data/db_music.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `release_date (dd-mm-yyyy)`, sort it in ascending order, and return the top 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['01-01-1900'], ['01-01-1900'], ['01-01-1900'], ['01-01-1900'], ['01-01-1900']]",SELECT T1.`release_date (dd-mm-yyyy)` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`release_date (dd-mm-yyyy)` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,129642,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,1.0,5.0,5.0,7.8,False,False,False,True,True,False,True,False,False,False,150.0,48.0,22.0,8.0,5.0,2.0,2.0,1.0,41.0,4.0,0.4787870645523071,
data/db_music.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `release_date (dd-mm-yyyy)`, sort it in descending order, and return the top 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['01-01-2024'], ['01-01-2024'], ['01-01-2024'], ['01-01-2024'], ['01-01-2024']]",SELECT T1.`release_date (dd-mm-yyyy)` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`release_date (dd-mm-yyyy)` DESC LIMIT 5,0,,0.0,0,0,0,0,0,0,129642,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,1.0,5.0,5.0,7.8,False,False,False,True,True,False,True,False,False,False,151.0,48.0,22.0,8.0,5.0,2.0,2.0,1.0,41.0,4.0,0.4819077849388122,
data/db_music.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `artist_id`, sort it in ascending order, and return the top 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1], [2], [3], [4], [5]]",SELECT T1.`artist_id` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`artist_id` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,129637,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,1.0,2.0,5.0,6.3,False,False,False,True,True,False,True,False,False,False,134.0,38.0,19.0,5.0,5.0,1.0,2.0,1.0,34.0,4.0,0.4786087274551391,
data/db_music.sqlite,albums,ORDERBY-PROJECT,"Join `albums` and `artists` on `artist_id`, select only the column `artist_id`, sort it in descending order, and return the top 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1999], [1998], [1997], [1996], [1995]]",SELECT T1.`artist_id` FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`artist_id` DESC LIMIT 5,0,,0.0,0,0,0,0,0,0,129637,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,1.0,2.0,5.0,6.3,False,False,False,True,True,False,True,False,False,False,135.0,38.0,19.0,5.0,5.0,1.0,2.0,1.0,34.0,4.0,0.4808158874511719,
data/db_music.sqlite,albums,ORDERBY-ADVANCED,"Join `albums` with `artists` on `artist_id`. Sort all rows by the columns album_id, artist_id in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'Million Dollar Baby - Single', '26-04-2024', 1, 'Tommy Richman', '21-03-2000'], [2, 'Not Like Us', '04-05-2024', 2, 'Kendrick Lamar', '17-06-1987'], [3, 'I like the way you kiss me', '19-03-2024', 3, 'Artemas', '23-09-1999'], [4, 'Flowers - Single', '12-01-2023', 4, 'Miley Cyrus', '23-11-1992'], [5, 'Houdini', '31-05-2024', 5, 'Eminem', '17-10-1972']]","SELECT * FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`album_id`, T1.`artist_id` ASC LIMIT 5",0,,0.0,0,0,0,0,0,0,129638,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,4.0,4.0,5.0,8.2,False,False,False,True,True,False,True,False,False,False,142.0,39.0,19.0,6.0,3.0,1.0,3.0,0.0,16.5,3.0,0.5033684968948364,
data/db_music.sqlite,albums,ORDERBY-ADVANCED,"Join `albums` with `artists` on `artist_id`. Sort all rows by the columns album_id, artist_id in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,[],"SELECT * FROM `albums` AS T1 JOIN `artists` AS T2 ON T1.`artist_id` = T2.`artist_id` ORDER BY T1.`album_id`, T1.`artist_id` DESC LIMIT 5",0,,0.0,0,0,0,0,0,0,129638,1.0,4.0,4110.0,2.0,2.0,4.0,4110.0,1.0,2916.5,4110.0,0.0,4.0,4110.0,2.0,2.0,1.0,4.0,4.0,5.0,8.2,False,False,False,True,True,False,True,False,False,False,143.0,39.0,19.0,6.0,3.0,1.0,3.0,0.0,16.5,3.0,0.5060176849365234,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `track_score` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 390470936.0, 92.0, 5767700.0, 0, 0.0, 1, 'Million Dollar Baby - Single', '26-04-2024', 1], [2, 'Not Like Us', 'USUG12400910', 2, 323703884.0, 92.0, 674700.0, 1, 0.0, 2, 'Not Like Us', '04-05-2024', 2], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 601309283.0, 92.0, 3025400.0, 0, 0.0, 3, 'I like the way you kiss me', '19-03-2024', 3], [4, 'Flowers', 'USSM12209777', 4, 2031280633.0, 85.0, 7189811.0, 0, 0.0, 4, 'Flowers - Single', '12-01-2023', 4], [5, 'Houdini', 'USUG12403398', 5, 107034922.0, 88.0, 16400.0, 1, 0.0, 5, 'Houdini', '31-05-2024', 5]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_score` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,303729,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,147.0,38.0,21.0,8.0,4.0,1.0,2.0,0.0,34.0,4.0,0.4674882888793945,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `track_score` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,[],SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_score` DESC LIMIT 5,0,,0.0,0,0,0,0,0,0,303729,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,148.0,38.0,21.0,8.0,4.0,1.0,2.0,0.0,34.0,4.0,0.4697466492652893,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `tiktok_posts` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 0.0, 0, 'Million Dollar Baby - Single', '26-04-2024', 1], [2, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 0.0, 1, 'Not Like Us', '04-05-2024', 2], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 0.0, 0, 'I like the way you kiss me', '19-03-2024', 3], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 0.0, 0, 'Flowers - Single', '12-01-2023', 4], [5, 'Houdini', 'USUG12403398', 5, 5, 423.3, 107034922.0, 88.0, 77373957.0, 0.0, 1, 'Houdini', '31-05-2024', 5]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`tiktok_posts` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,303731,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,148.0,40.0,21.0,9.0,4.0,1.0,2.0,0.0,34.0,4.0,0.47179114818573,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `tiktok_posts` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[142, 'Lady Killers II (Christoph Andersson Remix)', 'USIR10600001', 134, 142, 221078988.0, 77.0, 221078988.0, 665338569.0, '17-03-2024', 112], [105, 'Training Season', 'GBAHT2301078', 100, 100, 251153869.0, 76.0, 251153869.0, 251153869.0, '15-02-2024', 42], [208, 'MONEY', 'KRA402100099', 194, 208, 477047694.0, 78.0, 477047694.0, 238523847.0, '10-09-2021', 153], [14, 'bathroom floor', 'NLC242100307', 15, 15, 297185.0, 12.0, 6736502312.0, 1823871908.0, '07-10-2022', 15], [41, 'Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe', 'KRA252300672', 40, 41, 170970614.0, 41.0, 22280037.0, 1607650475.0, '08-04-2023', 38]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`tiktok_posts` DESC LIMIT 5,0,,0.0,0,0,0,0,0,0,303731,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,149.0,40.0,21.0,9.0,4.0,1.0,2.0,0.0,34.0,4.0,0.4744725823402405,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `explicit_track` in ascending order.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,[],SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`explicit_track` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,303729,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,150.0,38.0,21.0,9.0,4.0,1.0,2.0,0.0,34.0,4.0,0.4803007245063782,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `explicit_track` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,[],SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`explicit_track` DESC LIMIT 5,0,,0.0,0,0,0,0,0,0,303729,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,151.0,38.0,21.0,9.0,4.0,1.0,2.0,0.0,34.0,4.0,0.481334924697876,
data/db_music.sqlite,tracks,ORDERBY-SINGLE,"Join all records from table `tracks` with table `albums` on column `album_id`, then list the top 5 rows sorted by `title` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[1, 'Unknown Track', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 'Unknown Album', '26-04-2024', 1], [2, 'Unknown Track', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 'Unknown Album', '04-05-2024', 2], [3, 'Unknown Track', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 'Unknown Album', '19-03-2024', 3], [4, 'Unknown Track', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 'Unknown Album', '12-01-2023', 4], [5, 'Unknown Track', 'USUG12403398', 5, 5, 423.3, 107034922.0, 88.0, 77373957.0, 16400.0, 1, 'Unknown Album', '31-05-2024', 5]]",SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`title` ASC LIMIT 5,0,,0.0,0,0,0,0,0,0,303728,1.0,11.0,4600.0,9.0,2.0,11.0,4600.0,4.5,3204.181818181818,4600.0,0.047391304347826,11.0,4600.0,9.0,2.0,4.5,11.0,2.0,5.0,9.3,False,False,False,True,True,False,True,False,False,False,141.0,36.0,22.0,9.0,4.0,1.0,2.0,0.0,34.0,4.0,0.4807744026184082,
